Diện tích,Mức giá,Số phòng ngủ,Số toilet,Pháp lý,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Mặt tiền,Đường vào,Số tầng,Nội thất,Hướng nhà,Hướng ban công
54 m²,11 tỷ,12 phòng,12 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại đường Đặng Văn Ngữ,"Đường Đặng Văn Ngữ, Phường Trung Tự, Đống Đa, Hà Nội",04/05/2024,4 m,3 m,7 tầng,Đầy đủ,,
82 m²,26 tỷ,4 phòng,4 phòng,Sổ đỏ,Hà Nội,Ba Đình,Nhà mặt phố tại phố Kim Mã Thượng,"Phố Kim Mã Thượng, Phường Cống Vị, Ba Đình, Hà Nội",01/05/2024,4 m,10 m,5 tầng,Cơ bản,,
34 m²,"5,2 tỷ",3 phòng,4 phòng,"- Sổ đỏ đẹp, chính chủ sẵn sàng giao dịch.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mỹ Đình,"Ngõ 394, đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",03/05/2024,4 m,3 m,5 tầng,Đầy đủ,,
90 m²,Thỏa thuận,3 phòng,2 phòng,,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại An Bình City,"Dự án An Bình City, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",07/05/2024,,,,,Nam,Bắc
300 m²,145 tỷ,5 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Hạ Yên,"Đường Hạ Yên, Phường Yên Hòa, Cầu Giấy, Hà Nội",07/05/2024,20 m,10 m,4 tầng,Đầy đủ,Đông - Nam,Đông - Nam
123 m²,57 triệu/m²,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Nhà ở cho cán bộ chiến sỹ Bộ Công an,"Dự án Nhà ở cho CBCS Bộ Công an, Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",07/05/2024,,,,,Nam,Bắc
410 m²,215 tỷ,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Đống Đa,Nhà mặt phố tại phố Hoàng Cầu,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",29/04/2024,14 m,,10 tầng,,,
40 m²,"6,4 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Nhân Mỹ,"Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",01/05/2024,4 m,3 m,3 tầng,Đầy đủ.,,
"36,9 m²","1,85 tỷ",1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Smart City,"Dự án Vinhomes Smart City , Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",06/05/2024,,,,Đầy đủ,Đông - Bắc,Tây - Nam
82 m²,"5,4 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Tonkin - Vinhomes Smart City,"Dự án The Tonkin - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",29/04/2024,,,,Đầy đủ - Chủ nhà để lại toàn bộ nội thất cao cấp.,Đông - Bắc,Tây - Nam
100 m²,45 tỷ,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Nhà mặt phố tại phố Lê Văn Thiêm,"Phố Lê Văn Thiêm, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",07/05/2024,8 m,,8 tầng,,,
83 m²,"4,8 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại An Bình City,"Dự án An Bình City, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",04/05/2024,,,,"Full nội thất đẹp, về chỉ việc ở. Bàn ghế. Giường tủ. Tivi. Tủ lạnh, máy giặt, bình nóng lạnh. Bàn ăn, sofa, bàn trà. Tranh trang trí và decor gỗ. Rèm, cây cảnh. Bếp, tủ bếp, bếp từ, hút mùi, cùng vác",,
70 m²,30 tỷ,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại đường Xuân Quỳnh,"Đường Xuân Quỳnh, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024,5 m,12 m,5 tầng,Đầy đủ,,
57 m²,"2,5 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Căn hộ chung cư tại Park View Residence Dương Nội,"Dự án Park View Residence Dương Nội, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",07/05/2024,,,,Đầy đủ,Tây - Bắc,Đông - Nam
35 m²,"4,55 tỷ",,,,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Lê Thanh Nghị,"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",07/05/2024,,3 m,,,,
120 m²,"3,95 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Ba Đình,Căn hộ chung cư tại đường Thành Công,"Đường Thành Công, Phường Thành Công, Ba Đình, Hà Nội",07/05/2024,,,,Nội thất đầy đủ.,,
35 m²,"4,55 tỷ",,,,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Lê Thanh Nghị,"Phố Lê Thanh Nghị, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",07/05/2024,,3 m,,,,
120 m²,"3,95 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Ba Đình,Căn hộ chung cư tại đường Thành Công,"Đường Thành Công, Phường Thành Công, Ba Đình, Hà Nội",07/05/2024,,,,Nội thất đầy đủ.,,
62 m²,"15,8 tỷ",2 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",29/04/2024,4 m,6 m,7 tầng,,,
34 m²,"5,2 tỷ",3 phòng,4 phòng,"- Sổ đỏ chính chủ, sẵn sàng giao dịch.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mỹ Đình,"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",06/05/2024,4 m,3 m,5 tầng,Đầy đủ,,
110 m²,59 tỷ,20 phòng,22 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Ba Đình,Nhà mặt phố tại đường Trúc Bạch,"Đường Trúc Bạch, Phường Trúc Bạch, Ba Đình, Hà Nội",07/05/2024,5 m,,9 tầng,,,
50 m²,"8,5 tỷ",5 phòng,5 phòng,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Tam Trinh,"208 Đường Tam Trinh, Phường Yên Sở, Hoàng Mai, Hà Nội",05/05/2024,4 m,4 m,5 tầng,"Nội thất: Dùng toàn hàng cao cấp Roay ngoại nhập, cửa thông phòng và cầu thang gỗ Lim, cửa sổ sử dụng nhôm cao cấp, cách âm, cách nhiệt.",Nam,Nam
95 m²,60 triệu/m²,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Green Stars,"Dự án Green Stars, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",07/05/2024,,,,- Nhà đã hoàn thiện nội thất full.,,
37 m²,"5,8 tỷ",2 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Nhà riêng tại phường Minh Khai,"Phường Minh Khai, Hai Bà Trưng, Hà Nội",04/05/2024,6 m,,5 tầng,Không nội thất,,
45 m²,"6,6 tỷ",,,,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Đường Đội Cấn, Phường Điện Biên, Ba Đình, Hà Nội",07/05/2024,,,5 tầng,,,
200 m²,160 tỷ,12 phòng,12 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Bà Triệu,"Phố Bà Triệu, Phường Nguyễn Du, Hai Bà Trưng, Hà Nội",02/05/2024,7 m,,12 tầng,,,
30 m²,"4,5 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Trích Sài,"Đường Trích Sài, Phường Bưởi, Tây Hồ, Hà Nội",07/05/2024,4 m,4 m,5 tầng,Đầy đủ,,
64 m²,"5,8 tỷ",4 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Dương Văn Bé,"Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",07/05/2024,5 m,3 m,4 tầng,,,
68 m²,"3,3 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",04/05/2024,,,,Đầy đủ,,
30 m²,"1,5 tỷ",,,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Tonkin - Vinhomes Smart City,"Dự án The Tonkin - Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",27/04/2024,,,,Full đồ xịn.,,
80 m²,"19,5 tỷ",26 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại Khu đô thị mới Văn Quán,"Dự án KĐT Văn Quán, Phường Phúc La, Hà Đông, Hà Nội",07/05/2024,,"6,5 m",8 tầng,Đầy đủ,,
90 m²,37 tỷ,8 phòng,9 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Tây Hồ,Nhà mặt phố tại phố Từ Hoa,"Phố Từ Hoa, Phường Yên Phụ, Tây Hồ, Hà Nội",07/05/2024,6 m,,7 tầng,,,
95 m²,"33,9 tỷ",5 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Nguyễn Ngọc Nại,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Thanh Xuân, Hà Nội",24/04/2024,5 m,22 m,10 tầng,Cơ bản,,
"65,8 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại The Golden An Khánh,"Dự án The Golden An Khánh, Huyện Hoài Đức, Hà Nội",07/05/2024,,,,Đầy đủ,Tây - Nam,Đông - Bắc
79 m²,4 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",02/05/2024,,,,Đầy đủ,Đông - Nam,
80 m²,"12,5 tỷ",15 phòng,15 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Nhà riêng tại phố Trần Cung,"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",02/05/2024,"10,5 m",3 m,6 tầng,Đầy đủ,,
80 m²,"19,5 tỷ",26 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại Khu đô thị mới Văn Quán,"Dự án KĐT Văn Quán, Phường Phúc La, Hà Đông, Hà Nội",07/05/2024,,"6,5 m",8 tầng,Đầy đủ,,
90 m²,37 tỷ,8 phòng,9 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Tây Hồ,Nhà mặt phố tại phố Từ Hoa,"Phố Từ Hoa, Phường Yên Phụ, Tây Hồ, Hà Nội",07/05/2024,6 m,,7 tầng,,,
95 m²,"33,9 tỷ",5 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Nguyễn Ngọc Nại,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Thanh Xuân, Hà Nội",24/04/2024,5 m,22 m,10 tầng,Cơ bản,,
"65,8 m²",Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại The Golden An Khánh,"Dự án The Golden An Khánh, Huyện Hoài Đức, Hà Nội",07/05/2024,,,,Đầy đủ,Tây - Nam,Đông - Bắc
79 m²,4 tỷ,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",02/05/2024,,,,Đầy đủ,Đông - Nam,
80 m²,"12,5 tỷ",15 phòng,15 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Bắc Từ Liêm,Nhà riêng tại phố Trần Cung,"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",02/05/2024,"10,5 m",3 m,6 tầng,Đầy đủ,,
88 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Căn hộ chung cư tại La Casta Văn Phú,"Dự án La Casta Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",03/05/2024,,,,Đầy đủ,Tây - Nam,Đông - Bắc
55 m²,"4,1 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Gia Lâm,Nhà mặt phố tại đường Thiên Đức,"Đường Thiên Đức, Xã Xã Yên Viên, Gia Lâm, Hà Nội",07/05/2024,"4,3 m",15 m,2 tầng,Cơ bản.,,
65 m²,"16,7 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Long Biên,Nhà riêng tại đường Tư Đình,"Đường Tư Đình, Phường Long Biên, Long Biên, Hà Nội",27/04/2024,"4,7 m",5 m,6 tầng,Đầy đủ.,,
54 m²,"7,95 tỷ",4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Đống Đa,Nhà riêng tại phố Hào Nam,"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",30/04/2024,"4,3 m","2,2 m",5 tầng,,,
53 m²,"12,1 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khánh Toàn,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",07/05/2024,"5,4 m",5 m,5 tầng,Đầy đủ,,
"50,5 m²","7,5 tỷ",4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Long Biên,Nhà riêng tại đường Ngô Gia Tự,"Đường Ngô Gia Tự, Phường Việt Hưng, Long Biên, Hà Nội",04/05/2024,"6,12 m","2,5 m",5 tầng,Cơ bản.,,
60 m²,"13,8 tỷ",3 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",06/05/2024,"4,6 m",5 m,6 tầng,Cơ bản,,
95 m²,"5,12 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Sunshine Garden,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",28/04/2024,,,,- Nội thất bàn giao: Có đồ nội thất không có đồ điện tử.,,
100 m²,14 tỷ,14 phòng,14 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Long Biên,Nhà riêng tại đường Lâm Du,"Đường Lâm Du, Phường Bồ Đề, Long Biên, Hà Nội",03/05/2024,6 m,,8 tầng,Đầy đủ.,,
60 m²,"18,7 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoàng Mai,Nhà mặt phố tại Khu đô thị Đại Kim,"Dự án KĐT Đại Kim, Đường Nguyễn Cảnh Dị, Phường Đại Kim, Hoàng Mai, Hà Nội",07/05/2024,"4,1 m",40 m,5 tầng,Đầy đủ,,
77 m²,"6,7 tỷ",4 phòng,3 phòng,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Hoàng Liệt,"Đường Hoàng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",07/05/2024,11 m,,3 tầng,,,
80 m²,"4,3 tỷ",2 phòng,2 phòng,,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Sunshine Palace,"Sunshine Palace, ngõ 13, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội",02/05/2024,,,,- Nội thất bàn giao: Đầy đủ đồ nội thất và điện tử.,,
"96,8 m²","3,65 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại Thăng Long Capital,"Dự án Thăng Long Capital, Xã An Khánh, Hoài Đức, Hà Nội",07/05/2024,,,,Đầy đủ,Bắc,Nam
150 m²,"31,5 tỷ",20 phòng,22 phòng,Sổ đỏ,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Lâm,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",30/04/2024,"7,5 m",12 m,9 tầng,Đầy đủ,,
150 m²,"31,5 tỷ",20 phòng,22 phòng,Sổ đỏ,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Lâm,"Đường Ngọc Lâm, Phường Ngọc Lâm, Long Biên, Hà Nội",30/04/2024,"7,5 m",12 m,9 tầng,Đầy đủ,,
470 m²,133 tỷ,,,Sổ đỏ/ Sổ hồng,Hà Nội,Long Biên,Nhà mặt phố tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",04/05/2024,11 m,40 m,,Cơ bản.,,
136 m²,55 tỷ,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Nam Từ Liêm,Nhà mặt phố tại đường Hàm Nghi,"Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",05/05/2024,6 m,30 m,6 tầng,Đầy đủ,Tây - Nam,Tây - Nam
79 m²,"4,3 tỷ",2 phòng,2 phòng,,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Sunshine Palace,"Sunshine Palace, 13, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội",06/05/2024,,,,- Nội thất bàn giao: Đầy đủ đồ nội thất không có đồ điện tử.,,
55 m²,"9,45 tỷ",4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Long Biên,Nhà riêng tại đường Vũ Xuân Thiều,"Đường Vũ Xuân Thiều, Phường Phúc Lợi, Long Biên, Hà Nội",02/05/2024,5 m,5 m,4 tầng,Cơ bản.,,
45 m²,6 tỷ,,,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Bằng Liệt,"Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",07/05/2024,"4,3 m",,4 tầng,,,
"69,2 m²","2,1 tỷ",2 phòng,1 phòng,Hợp đồng mua bán,Hà Nội,Hoài Đức,Căn hộ chung cư tại The Golden An Khánh,"Dự án The Golden An Khánh, Xã An Khánh, Hoài Đức, Hà Nội",07/05/2024,,,,Đầy đủ,Tây - Bắc,Đông - Nam
56 m²,Thỏa thuận,,,Sổ đỏ/ Sổ hồng,Hà Nội,Long Biên,Nhà riêng tại đường Đặng Vũ Hỷ,"Đường Đặng Vũ Hỷ, Phường Thượng Thanh, Long Biên, Hà Nội",07/05/2024,5 m,,5 tầng,,,
71 m²,"2,58 tỷ",2 phòng,2 phòng,Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại Thăng Long Capital,"Dự án Thăng Long Capital, Xã An Khánh, Hoài Đức, Hà Nội",07/05/2024,,,,Đầy đủ,Tây,Đông
144 m²,"21,8 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Long Biên,Nhà mặt phố tại đường Ngô Gia Tự,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",28/04/2024,"4,55 m",40 m,3 tầng,Cơ bản.,,
73 m²,9 tỷ,5 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hoàng Ngân,"Đường Hoàng Ngân, Phường Trung Hòa, Cầu Giấy, Hà Nội",29/04/2024,"4,2 m",,5 tầng,,,
44 m²,8 tỷ,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Long Biên,Nhà riêng tại đường Đặng Vũ Hỷ,"Đường Đặng Vũ Hỷ, Phường Thượng Thanh, Long Biên, Hà Nội",07/05/2024,4 m,15 m,5 tầng,,,
69 m²,"7,15 tỷ",4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Long Biên,Nhà riêng tại đường Ngô Gia Tự,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",28/04/2024,"3,6 m",5 m,4 tầng,Cơ bản.,,
"62,8 m²","2,34 tỷ",2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại The Golden An Khánh,"Dự án The Golden An Khánh, Xã An Khánh, Hoài Đức, Hà Nội",07/05/2024,,,,Full nội thất.,Tây - Bắc,Đông - Nam
84 m²,"14,9 tỷ",,,Sổ đỏ/ Sổ hồng.,Hà Nội,Long Biên,Nhà mặt phố tại đường Phúc Lợi,"Đường Phúc Lợi, Phường Phúc Lợi, Long Biên, Hà Nội",07/05/2024,7 m,,3 tầng,Đầy đủ.,,
41 m²,"10,5 tỷ",4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",29/04/2024,"5,5 m",5 m,6 tầng,,,
50 m²,"4,7 tỷ",,,,Hà Nội,Hà Đông,Nhà riêng tại đường Phan Đình Giót,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",07/05/2024,4 m,,4 tầng,,,
30 m²,"2,65 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Nhà riêng tại đường Ngãi Cầu,"Đường Ngãi Cầu, Xã An Khánh, Hoài Đức, Hà Nội",05/05/2024,"4,4 m",7 m,4 tầng,Cơ bản,Đông - Nam,Tây - Nam
41 m²,"10,5 tỷ",4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",29/04/2024,"5,5 m",5 m,6 tầng,,,
50 m²,"4,7 tỷ",,,,Hà Nội,Hà Đông,Nhà riêng tại đường Phan Đình Giót,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",07/05/2024,4 m,,4 tầng,,,
30 m²,"2,65 tỷ",3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Nhà riêng tại đường Ngãi Cầu,"Đường Ngãi Cầu, Xã An Khánh, Hoài Đức, Hà Nội",05/05/2024,"4,4 m",7 m,4 tầng,Cơ bản,Đông - Nam,Tây - Nam
70 m²,"2,45 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại Thăng Long Victory,"Dự án Thăng Long Victory, Xã An Khánh, Hoài Đức, Hà Nội",01/05/2024,,,,Đầy đủ,Nam,Bắc
38 m²,"6,65 tỷ",3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Quảng An, Tây Hồ, Hà Nội",05/05/2024,"5,5 m","1,7 m",5 tầng,,,
90 m²,"5,3 tỷ",2 phòng,,,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Hà Nội Paragon,"Hà Nội Paragon, 86, Đường Duy Tân, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",01/05/2024,,,,Full nội thất.,,
120 m²,28 tỷ,3 phòng,2 phòng,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Minh Khai,"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",07/05/2024,"3,8 m",15 m,1 tầng,Đầy đủ,,
91 m²,31 tỷ,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Trần Đại Nghĩa,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",07/05/2024,4 m,25 m,8 tầng,Cơ bản,,
30 m²,"5,6 tỷ",3 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Cầu Giấy,Nhà riêng tại đường Phạm Văn Đồng,"Đường Phạm Văn Đồng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",07/05/2024,,,5 tầng,Đầy đủ,,
50 m²,"7,9 tỷ",12 phòng,24 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hà Đông,Nhà riêng tại đường Nguyễn Khuyến,"Đường Nguyễn Khuyến, Phường Văn Quán, Hà Đông, Hà Nội",07/05/2024,4 m,3 m,7 tầng,Đầy đủ,,
110 m²,"7,2 tỷ",3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Gardenia,"Dự án Vinhomes Gardenia, Đường Hàm Nghi, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",07/05/2024,,,,Đầy đủ.,,Đông - Nam
226 m²,"12,7 tỷ",4 phòng,1 phòng,Sổ đỏ/ Sổ hồng.,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Linh,"Đường Nguyễn Văn Linh, Phường Thạch Bàn, Long Biên, Hà Nội",06/05/2024,8 m,6 m,1 tầng,,,
70 m²,Thỏa thuận,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại The Golden An Khánh,"Dự án The Golden An Khánh, Xã An Khánh, Hoài Đức, Hà Nội",27/04/2024,,,,,,
70 m²,Thỏa thuận,2 phòng,2 phòng,Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại The Golden An Khánh,"Dự án The Golden An Khánh, Xã An Khánh, Hoài Đức, Hà Nội",04/05/2024,,,,Full.,Tây,
"96,8 m²","3,65 tỷ",3 phòng,,Sổ đỏ/ Sổ hồng,Hà Nội,Hoài Đức,Căn hộ chung cư tại Thăng Long Capital,"Dự án Thăng Long Capital, Xã An Khánh, Hoài Đức, Hà Nội",04/05/2024,,,,Full.,,
79 m²,"4,2 tỷ",2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Florence Mỹ Đình,"Florence Mỹ Đình, 28, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",07/05/2024,,,,Đầy đủ,Tây - Nam,Đông - Bắc
