Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng
58 m²,"4,68 tỷ",,,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Huỳnh Tấn Phát,"Đường Huỳnh Tấn Phát, Phường Thạch Bàn, Long Biên, Hà Nội",03/05/2024
140 m²,42 tỷ,"16,5 m",,,,4 tầng,,,Sổ đỏ,,Hà Nội,Ba Đình,Nhà mặt phố tại phố Linh Lang,"Phố Linh Lang, Phường Cống Vị, Ba Đình, Hà Nội",03/05/2024
35 m²,"4,5 tỷ",,,,,4 tầng,3 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Hào Nam,"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",03/05/2024
50 m²,"31,5 tỷ","4,3 m",,,,5 tầng,4 phòng,4 phòng,Sổ đỏ chính chủ,Cơ bản,Hà Nội,Thanh Xuân,Nhà mặt phố tại đường Nguyễn Thị Định,"Đường Nguyễn Thị Định, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024
45 m²,"6,4 tỷ","3,9 m",,,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Hồ Tùng Mậu,"199 Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",03/05/2024
110 m²,20 tỷ,6 m,,,,7 tầng,30 phòng,30 phòng,Sổ đỏ chính chủ,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khánh Toàn,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Cầu Giấy, Hà Nội",03/05/2024
74 m²,"6,8 tỷ","4,5 m",5 m,,,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đông Anh,Nhà mặt phố tại đường Đa Lộc,"Đường Đa Lộc, Xã Kim Chung, Đông Anh, Hà Nội",03/05/2024
78 m²,16 tỷ,15 m,8 m,,,7 tầng,12 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại đường Phúc Tân,"Đường Phúc Tân, Phường Phúc Tân, Hoàn Kiếm, Hà Nội",03/05/2024
"99,6 m²",42 triệu/m²,,,,,,,,,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Chung cư The Wisteria,"Dự án The Wisteria, Đường 32, Xã Di Trạch, Hoài Đức, Hà Nội",03/05/2024
125 m²,Thỏa thuận,20 m,60 m,,,7 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà mặt phố tại đường Lê Trọng Tấn,"Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",03/05/2024
216 m²,37 tỷ,11 m,"4,5 m",,,8 tầng,70 phòng,70 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Quang Tiến,"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",03/05/2024
30 m²,150 triệu/m²,,"2,5 m",,,5 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Lê Quang Đạo,"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",03/05/2024
216 m²,37 tỷ,11 m,"4,5 m",,,8 tầng,70 phòng,70 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Quang Tiến,"Đường Quang Tiến, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",03/05/2024
30 m²,150 triệu/m²,,"2,5 m",,,5 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Lê Quang Đạo,"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",03/05/2024
86 m²,"15,5 tỷ",,,,,6 tầng,21 phòng,22 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Trần Quốc Vượng,"Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024
55 m²,11 tỷ,"4,5 m",,,,7 tầng,,,Có,,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Cầu Diễn,"Đường Cầu Diễn, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",03/05/2024
35 m²,"5,95 tỷ","4,55 m",,,,5 tầng,3 phòng,,,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Nguyễn Hoàng,"Đường Nguyễn Hoàng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",03/05/2024
67 m²,"10,7 tỷ","3,8 m",5 m,,,3 tầng,2 phòng,2 phòng,,,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Lạc Trung,"Phố Lạc Trung, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",03/05/2024
32 m²,"2,5 tỷ",,,Đông - Nam,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại đường Hòa Bình,"Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",28/04/2024
65 m²,"6,95 tỷ","4,5 m",,,,4 tầng,,,Sổ đỏ.,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Tu Hoàng,"Đường Tu Hoàng, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",03/05/2024
32 m²,"2,2 tỷ",,,,,4 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại đường Quốc lộ 21B,"Đường Quốc lộ 21B, Phường Phú Lãm, Hà Đông, Hà Nội",28/04/2024
45 m²,"10,5 tỷ",5 m,,,,6 tầng,,,,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",03/05/2024
60 m²,"9,2 tỷ",4 m,,,,5 tầng,6 phòng,,Có sổ,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mỹ Đình,"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",03/05/2024
44 m²,"5,8 tỷ",,,,,5 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",03/05/2024
45 m²,6 tỷ,"3,5 m",,,,5 tầng,,,Sổ đỏ đẹp giao dịch.,Chủ tặng full nội thất cả tỷ cho khách thiện chí mua.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Đại Mỗ,"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",03/05/2024
50 m²,"6,5 tỷ",4 m,5 m,Đông - Nam,,4 tầng,4 phòng,5 phòng,,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mỹ Đình,"Đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",03/05/2024
32 m²,"2,55 tỷ",,,Tây - Bắc,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà riêng tại đường Ỷ La,"Ngõ 164, Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",27/04/2024
108 m²,"7,3 tỷ",,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Đống Đa,Căn hộ chung cư tại Sông Hồng Park View,"Dự án Sông Hồng Park View, Phố Thái Hà, Phường Láng Hạ, Đống Đa, Hà Nội",03/05/2024
82 m²,"17,3 tỷ",6 m,6 m,Đông - Nam,,7 tầng,25 phòng,25 phòng,,,Hà Nội,Nam Từ Liêm,Nhà mặt phố tại đường Lê Quang Đạo,"Đường Lê Quang Đạo, Phường Phú Đô, Nam Từ Liêm, Hà Nội",03/05/2024
54 m²,"5,1 tỷ","4,5 m",4 m,Tây - Bắc,Tây - Bắc,5 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà riêng tại phố Thượng Cát,"Phố Thượng Cát, Phường Thượng Cát, Bắc Từ Liêm, Hà Nội",03/05/2024
34 m²,"24,5 tỷ",,,,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Tô Hiến Thành,"Đường Tô Hiến Thành, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",03/05/2024
80 m²,23 tỷ,"5,5 m",,,,5 tầng,,,,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Trần Quang Diệu,"Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",03/05/2024
40 m²,"7,45 tỷ","4,4 m",3 m,,,7 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Định Công Thượng,"Đường Định Công Thượng, Phường Định Công, Hoàng Mai, Hà Nội",03/05/2024
24 m²,"2,15 tỷ","3,6 m",5 m,,,2 tầng,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà riêng tại đường Quang Trung,"Đường Quang Trung, Phường Yên Nghĩa, Hà Đông, Hà Nội",03/05/2024
55 m²,"15,5 tỷ","4,5 m",8 m,,,5 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khả Trạc,"Đường Nguyễn Khả Trạc, Phường Mai Dịch, Cầu Giấy, Hà Nội",03/05/2024
46 m²,Thỏa thuận,"3,8 m",2 m,,,7 tầng,4 phòng,5 phòng,,,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội",30/04/2024
35 m²,"7,39 tỷ",,,,,6 tầng,10 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại phường Phú Đô,"Phường Phú Đô, Nam Từ Liêm, Hà Nội",03/05/2024
50 m²,Thỏa thuận,,,,,7 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Võng Thị,"đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội",01/05/2024
250 m²,"59,8 tỷ",8 m,,,,4 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",03/05/2024
65 m²,21 tỷ,5 m,18 m,Nam,Nam,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",28/04/2024
114 m²,"16,5 tỷ","5,5 m",18 m,,,1 tầng,1 phòng,1 phòng,Sổ đỏ,Đầy đủ.,Hà Nội,Hà Đông,Nhà mặt phố tại đường Xa La,"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",03/05/2024
65 m²,14 tỷ,"4,8 m",20 m,,,7 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hà Đông,Nhà riêng tại đường Đa Sỹ,"Đường Đa Sỹ, Phường Kiến Hưng, Hà Đông, Hà Nội",03/05/2024
135 m²,20 tỷ,"7,2 m",12 m,,,,1 phòng,1 phòng,Sổ đỏ,Đầy đủ.,Hà Nội,Hà Đông,Nhà riêng tại đường Nguyễn Văn Trỗi,"Đường Nguyễn Văn Trỗi, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024
44 m²,"17,5 tỷ","7,2 m",12 m,Tây - Nam,Tây - Nam,7 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Nghi Tàm,"đường Nghi Tàm, Phường Yên Phụ, Tây Hồ, Hà Nội",03/05/2024
55 m²,12 tỷ,4 m,5 m,,,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà mặt phố tại đường 19/5,"Đường 19/5, Phường Văn Quán, Hà Đông, Hà Nội",03/05/2024
50 m²,"15,5 tỷ","6,1 m",,Nam,,6 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà mặt phố tại đường Mậu Lương,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",03/05/2024
36 m²,"6,8 tỷ",5 m,"2,5 m",,,5 tầng,3 phòng,,Sổ đỏ,,Hà Nội,Thanh Xuân,Nhà riêng tại phố Cự Lộc,"Phố Cự Lộc, Phường Thượng Đình, Thanh Xuân, Hà Nội",03/05/2024
50 m²,"15,4 tỷ",5 m,15 m,Đông - Nam,,7 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hà Đông,Nhà mặt phố tại đường Xa La,"Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội",03/05/2024
30 m²,"13,2 tỷ","3,5 m",,,,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Phùng Hưng,"Phố Phùng Hưng, Phường Hàng Mã, Hoàn Kiếm, Hà Nội",03/05/2024
80 m²,"2,83 tỷ",,,,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Căn hộ chung cư tại đường Lý Văn Phúc,"Đường Lý Văn Phúc, Phường Cát Linh, Đống Đa, Hà Nội",03/05/2024
48 m²,16 tỷ,5 m,20 m,,,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Phùng Hưng,"Phố Phùng Hưng, Phường Hàng Mã, Hoàn Kiếm, Hà Nội",28/04/2024
55 m²,"9,5 tỷ",,,,,5 tầng,4 phòng,4 phòng,Sổ đỏ.,,Hà Nội,Long Biên,Nhà riêng tại đường Cổ Linh,"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",03/05/2024
41 m²,"3,1 tỷ",,,,,,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàng Mai,Nhà riêng tại đường Đại Từ,"Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội",03/05/2024
47 m²,"11,6 tỷ",,,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hoàn Kiếm,Nhà riêng tại đường Hàng Đậu,"Đường Hàng Đậu, Phường Đồng Xuân, Hoàn Kiếm, Hà Nội",28/04/2024
80 m²,"44,95 tỷ",,,,,,,,,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại đường Bùi Thị Xuân,"Đường Bùi Thị Xuân, Phường Bùi Thị Xuân, Hai Bà Trưng, Hà Nội",23/04/2024
100 m²,21 tỷ,5 m,,,,6 tầng,17 phòng,18 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hai Bà Trưng,Nhà riêng tại phố Trần Đại Nghĩa,"Phố Trần Đại Nghĩa, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",28/04/2024
100 m²,"14,8 tỷ",,,,,8 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Phú Gia,"Đường Phú Gia, Phường Phú Thượng, Tây Hồ, Hà Nội",28/04/2024
56 m²,14 tỷ,5 m,,,,6 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Kim Ngưu,"Đường Kim Ngưu, Phường Phạm Đình Hổ, Hai Bà Trưng, Hà Nội",28/04/2024
20 m²,"1,4 tỷ",,,,,4 tầng,2 phòng,,Mua bán vi bằng.,Cơ bản,Hà Nội,Long Biên,Nhà riêng tại đường Nguyễn Văn Cừ,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",03/05/2024
74 m²,41 tỷ,5 m,,,,6 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Trần Duy Hưng,"Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024
120 m²,32 tỷ,,20 m,,,7 tầng,7 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà mặt phố tại phố Hào Nam,"Phố Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",03/05/2024
310 m²,125 tỷ,"10,9 m",15 m,,,10 tầng,11 phòng,16 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà mặt phố tại phố Vũ Tông Phan,"Phố Vũ Tông Phan, Phường Khương Trung, Thanh Xuân, Hà Nội",03/05/2024
53 m²,Thỏa thuận,4 m,3 m,,,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Tây Sơn,"Đường Tây Sơn, Phường Quang Trung, Đống Đa, Hà Nội",28/04/2024
48 m²,"7,5 tỷ","5,7 m",,,,5 tầng,6 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Trần Khát Chân,"Đường Trần Khát Chân, Phường Phố Huế, Hai Bà Trưng, Hà Nội",03/05/2024
250 m²,200 tỷ,"11,5 m",20 m,,,6 tầng,16 phòng,16 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà mặt phố tại phố Từ Hoa,"Phố Từ Hoa, Phường Quảng An, Tây Hồ, Hà Nội",27/04/2024
39 m²,"2,6 tỷ",,,,,,1 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. El Dorado,"Dự án D’. El Dorado, đường Nguyễn Hoàng Tôn, Phường Phú Thượng, Tây Hồ, Hà Nội",03/05/2024
138 m²,31 tỷ,,,,,7 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phường Đồng Tâm,"Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",03/05/2024
"80,1 m²","4,75 tỷ",,,Đông - Nam,,,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ. - Full nội thất nhập khẩu cao cấp.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",03/05/2024
63 m²,25 tỷ,"4,1 m",50 m,Bắc,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà mặt phố tại phố Đại La,"Phố Đại La, Phường Trương Định, Hai Bà Trưng, Hà Nội",03/05/2024
50 m²,19 tỷ,"4,5 m",,,,7 tầng,,,Sổ đỏ,Cơ bản,Hà Nội,Ba Đình,Nhà riêng tại đường Hoàng Hoa Thám,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",03/05/2024
50 m²,"11,9 tỷ","4,6 m",,,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Kim Ngưu,"Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",03/05/2024
60 m²,"4,2 tỷ",4 m,5 m,Tây - Bắc,Tây - Bắc,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại phố Ngọc Trì,"Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",03/05/2024
50 m²,"11,9 tỷ","4,6 m",,,,4 tầng,4 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Kim Ngưu,"Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",03/05/2024
60 m²,"4,2 tỷ",4 m,5 m,Tây - Bắc,Tây - Bắc,4 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại phố Ngọc Trì,"Phố Ngọc Trì, Phường Thạch Bàn, Long Biên, Hà Nội",03/05/2024
135 m²,Thỏa thuận,,,,,,3 phòng,2 phòng,Sổ đỏ,"Full nội thất cao cấp, sang trọng.",Hà Nội,Thanh Xuân,Căn hộ chung cư tại The Golden Palm Lê Văn Lương,"Dự án The Golden Palm Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",29/04/2024
175 m²,17 tỷ,"9,2 m",,,,3 tầng,,,Sổ đỏ/ Sổ hồng.,,Hà Nội,Long Biên,Nhà riêng tại đường Ngọc Thụy,"Đường Ngọc Thụy, Phường Ngọc Thụy, Long Biên, Hà Nội",03/05/2024
118 m²,Thỏa thuận,,,,,,3 phòng,2 phòng,,Nội thất đầy đủ.,Hà Nội,Thanh Xuân,Căn hộ chung cư tại The Golden Palm Lê Văn Lương,"Dự án The Golden Palm Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",29/04/2024
85 m²,Thỏa thuận,,,,,,2 phòng,2 phòng,Sổ đỏ/sổ hồng.,Full nội thất VIP.,Hà Nội,Thanh Xuân,Căn hộ chung cư tại The Golden Palm Lê Văn Lương,"The Golden Palm Lê Văn Lương, 21, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",29/04/2024
78 m²,Thỏa thuận,,,,,,2 phòng,2 phòng,Sổ hồng,"Full nội thất đẹp, sang trọng, đầy đủ tiện nghi.",Hà Nội,Hoàng Mai,Căn hộ chung cư tại Bea Sky,"Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội",02/05/2024
95 m²,"2,45 tỷ",,,,,,3 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị mới Xa La,"Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội",03/05/2024
32 m²,"3,65 tỷ",5 m,5 m,,,5 tầng,3 phòng,5 phòng,,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Thượng Thanh,"Đường Thượng Thanh, Phường Thượng Thanh, Long Biên, Hà Nội",30/04/2024
140 m²,Thỏa thuận,,,,,,3 phòng,2 phòng,,"Nội thất cao cấp, đầy đủ tiện nghi.",Hà Nội,Thanh Xuân,Căn hộ chung cư tại Việt Đức Complex,"Dự án Việt Đức Complex, Đường Khuất Duy Tiến, Phường Nhân Chính, Thanh Xuân, Hà Nội",28/04/2024
69 m²,"2,8 tỷ",,,,,,2 phòng,2 phòng,,"Bàn giao đầy đủ nội thất gắn tường. - Điều hoà âm trần cao cấp. - Nóng lạnh. - Bếp điện từ, hút mùi. - Thiết bị vệ sinh.",Hà Nội,Long Biên,Căn hộ chung cư tại Bình Minh Garden,"Dự án Bình Minh Garden, Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",03/05/2024
43 m²,4 tỷ,4 m,3 m,Tây - Bắc,Tây - Bắc,4 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Thạch Bàn,"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",03/05/2024
38 m²,Thỏa thuận,4 m,"2,5 m",,,4 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Đức Diễn,"Số 6 ngõ 72/65/22, Đường Đức Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",03/05/2024
40 m²,"7,9 tỷ","6,3 m",3 m,,,6 tầng,8 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Lê Đức Thọ,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",03/05/2024
73 m²,13 tỷ,,10 m,,,3 tầng,4 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Nhà mặt phố tại đường Đức Diễn,"Đường Đức Diễn, Phường Phúc Diễn, Bắc Từ Liêm, Hà Nội",03/05/2024
46 m²,"11,6 tỷ",,,,,7 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Thụy Khuê,"Đường Thụy Khuê, Phường Bưởi, Tây Hồ, Hà Nội",03/05/2024
60 m²,"9,5 tỷ",5 m,13 m,,,5 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Đặng Vũ Hỷ,"Đường Đặng Vũ Hỷ, Phường Thượng Thanh, Long Biên, Hà Nội",03/05/2024
62 m²,Thỏa thuận,"6,8 m",,,,6 tầng,6 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Hoàng Quốc Việt,"Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",03/05/2024
85 m²,21 tỷ,"5,5 m",,,,5 tầng,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Bưởi,"Đường Bưởi, Phường Bưởi, Tây Hồ, Hà Nội",27/04/2024
222 m²,"25,5 tỷ",10 m,,,,7 tầng,,,Sổ đỏ/ Sổ hồng.,Nội thất cơ bản.,Hà Nội,Long Biên,Nhà riêng tại phường Phúc Đồng,"Phường Phúc Đồng, Long Biên, Hà Nội",03/05/2024
115 m²,"10,35 tỷ",,,,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Nhà riêng tại phường Cự Khối,"Phường Cự Khối, Long Biên, Hà Nội",03/05/2024
40 m²,"10,2 tỷ",,,,,5 tầng,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Phú Đô,"Đường Phú Đô, Phường Phú Đô, Nam Từ Liêm, Hà Nội",03/05/2024
40 m²,"5,95 tỷ","4,5 m",3 m,Nam,Nam,5 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Giáp Nhị,"Đường Giáp Nhị, Phường Thịnh Liệt, Hoàng Mai, Hà Nội",03/05/2024
