Diện tích,Mức giá,Mặt tiền,Đường vào,Số tầng,Số phòng ngủ,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Số toilet,Hướng nhà,Hướng ban công
35 m²,"2,8 tỷ",,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Nhà mặt phố tại đường Bắc Cầu,"Đường Bắc Cầu, Phường Ngọc Thụy, Long Biên, Hà Nội",04/05/2024,,,
40 m²,20 tỷ,,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Ba Đình,Nhà mặt phố tại phố Kim Mã,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",06/05/2024,5 phòng,,
"66,1 m²","3,03 tỷ",,,,2 phòng,Hợp đồng mua bán.,,Hà Nội,Gia Lâm,Căn hộ chung cư tại The Pavilion - Vinhomes Ocean Park,"Dự án The Pavilion - Vinhomes Ocean Park, Đường Lý Thánh Tông, Xã Dương Xá, Gia Lâm, Hà Nội",12/04/2024,2 phòng,Đông - Bắc,Đông - Bắc
78 m²,"3,8 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Goldmark City,"Dự án Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội",02/05/2024,2 phòng,Tây - Bắc,Đông - Nam
52 m²,14 tỷ,,,5 tầng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà riêng tại đường Trần Quang Diệu,"Đường Trần Quang Diệu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",02/05/2024,,,
48 m²,"13,5 tỷ",,8 m,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Thị Định,"Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024,5 phòng,,
46 m²,"2,37 tỷ",,,,1 phòng,,Full nội thất.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",26/04/2024,1 phòng,,
41 m²,6 tỷ,"4,23 m",,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Tây Thăng Long,"Đường Tây Thăng Long, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",02/05/2024,3 phòng,,
80 m²,"2,85 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Khu đô thị mới Pháp Vân - Tứ Hiệp,"Dự án Pháp Vân Tứ Hiệp, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",06/05/2024,2 phòng,,
48 m²,"13,5 tỷ",,8 m,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Thị Định,"Đường Nguyễn Thị Định, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024,5 phòng,,
46 m²,"2,37 tỷ",,,,1 phòng,,Full nội thất.,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",26/04/2024,1 phòng,,
41 m²,6 tỷ,"4,23 m",,3 tầng,3 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Bắc Từ Liêm,Nhà riêng tại đường Tây Thăng Long,"Đường Tây Thăng Long, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",02/05/2024,3 phòng,,
80 m²,"2,85 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Khu đô thị mới Pháp Vân - Tứ Hiệp,"Dự án Pháp Vân Tứ Hiệp, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",06/05/2024,2 phòng,,
35 m²,Thỏa thuận,,,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Hồ Tùng Mậu,"136, Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",02/05/2024,4 phòng,,
36 m²,"7,5 tỷ","3,5 m",6 m,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Thanh Xuân,Nhà riêng tại đường Nguyễn Viết Xuân,"Đường Nguyễn Viết Xuân, Phường Khương Mai, Thanh Xuân, Hà Nội",13/04/2024,4 phòng,Đông - Bắc,Đông - Bắc
40 m²,"4,45 tỷ",,,,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường La Thành,"Đường La Thành, Phường Ô Chợ Dừa, Đống Đa, Hà Nội",06/05/2024,,,
37 m²,"6,5 tỷ","3,6 m",,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Thanh Xuân,Nhà riêng tại phường Khương Đình,"Phường Khương Đình, Thanh Xuân, Hà Nội",06/05/2024,4 phòng,,
60 m²,11 tỷ,,,7 tầng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại phường Khương Đình,"Phường Khương Đình, Thanh Xuân, Hà Nội",06/05/2024,,,
68 m²,"7,5 tỷ","3,5 m",2 m,5 tầng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại phố Vũ Tông Phan,"Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",06/05/2024,8 phòng,Tây - Bắc,Tây - Bắc
55 m²,"3,6 tỷ",,,,2 phòng,,Đầy đủ Full đồ xịn.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Masteri West Heights,"Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",02/05/2024,1 phòng,,
50 m²,"12,85 tỷ","3,7 m",4 m,5 tầng,4 phòng,Sổ đỏ.,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Đội Cấn,"Đường Đội Cấn, Phường Cống Vị, Ba Đình, Hà Nội",05/05/2024,4 phòng,,
60 m²,"8,15 tỷ","4,5 m","4,5 m",4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Khương Trung,"Ngõ 124, Đường Khương Trung, Phường Khương Đình, Thanh Xuân, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Đông - Nam
35 m²,5 tỷ,"5,2 m",3 m,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Bùi Xương Trạch,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",06/05/2024,3 phòng,Đông,Đông
50 m²,"6,5 tỷ","4,6 m",3 m,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Thanh Xuân,Nhà riêng tại phố Cự Lộc,"Phố Cự Lộc, Phường Khương Trung, Thanh Xuân, Hà Nội",06/05/2024,5 phòng,Đông - Bắc,Đông - Bắc
120 m²,140 triệu/m²,,,,,,,Hà Nội,Long Biên,Nhà mặt phố tại đường Ngô Gia Tự,"Đường Ngô Gia Tự, Phường Gia Thụy, Long Biên, Hà Nội",06/05/2024,,,
30 m²,"4,7 tỷ",4 m,3 m,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Vũ Trọng Phụng,"Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",06/05/2024,3 phòng,Tây,Tây
50 m²,"14,6 tỷ",,,7 tầng,,,,Hà Nội,Cầu Giấy,Nhà riêng tại đường Trương Công Giai,"Đường Trương Công Giai, Phường Dịch Vọng, Cầu Giấy, Hà Nội",06/05/2024,,,
60 m²,"14,5 tỷ","4,3 m",4 m,6 tầng,6 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Kim Ngưu,"Ngõ 126, Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",30/04/2024,5 phòng,,
45 m²,"7,5 tỷ","4,5 m",5 m,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Hoàng Văn Thái,"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",06/05/2024,3 phòng,Đông - Bắc,Đông - Bắc
60 m²,"14,5 tỷ","4,3 m",4 m,6 tầng,6 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Kim Ngưu,"Ngõ 126, Đường Kim Ngưu, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",30/04/2024,5 phòng,,
45 m²,"7,5 tỷ","4,5 m",5 m,4 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Hoàng Văn Thái,"Đường Hoàng Văn Thái, Phường Khương Mai, Thanh Xuân, Hà Nội",06/05/2024,3 phòng,Đông - Bắc,Đông - Bắc
43 m²,"7,7 tỷ",5 m,3 m,4 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại phố Nhân Hòa,"Phố Nhân Hòa, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",06/05/2024,4 phòng,Tây - Nam,Tây - Nam
22 m²,"8,9 tỷ","4,5 m",10 m,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Đống Đa,Nhà mặt phố tại phố Thái Thịnh,"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",06/05/2024,3 phòng,Đông - Nam,Đông - Nam
54 m²,770 triệu,,,,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ - về ở luôn.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại đường Giải Phóng,"Đường Giải Phóng, Phường Tương Mai, Hoàng Mai, Hà Nội",01/05/2024,2 phòng,,
25 m²,"6,8 tỷ","3,5 m",5 m,6 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Hà,"Phố Thái Hà, Phường Thịnh Quang, Đống Đa, Hà Nội",06/05/2024,3 phòng,Đông - Nam,Đông - Nam
78 m²,"36,5 triệu/m²",,,,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Căn hộ chung cư tại Chung cư CT4 Yên Nghĩa,"Dự án Chung cư CT4 Yên Nghĩa, Quận Hà Đông, Hà Nội",04/05/2024,2 phòng,,
46 m²,"2,37 tỷ",,,,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",24/04/2024,1 phòng,,
79 m²,"15,6 tỷ","13,8 m",8 m,4 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà mặt phố tại đường Hoàng Diệu,"Đường Hoàng Diệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",05/05/2024,3 phòng,,
42 m²,"8,5 tỷ",4 m,9 m,4 tầng,4 phòng,,,Hà Nội,Long Biên,Nhà riêng tại phố Việt Hưng,"Phố Việt Hưng, Phường Việt Hưng, Long Biên, Hà Nội",30/04/2024,4 phòng,,
"63,4 m²","3,15 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",04/05/2024,2 phòng,,
53 m²,739 triệu,,,,2 phòng,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ - về ở luôn: Tủ bếp, hút mùi, bếp từ, chậu rửa, sàn gạch, trần thạch cao, bảo ôn điều hòa, thiết bị vệ sinh và bình nóng lạnh, giường tủ, sofa, kệ tivi, cửa gỗ thịt tự nhiên, thang máy",Hà Nội,Đống Đa,Căn hộ chung cư tại đường Phạm Ngọc Thạch,"Đường Phạm Ngọc Thạch, Phường Quang Trung, Đống Đa, Hà Nội",01/05/2024,2 phòng,,
100 m²,"20,12 tỷ",,5 m,8 tầng,32 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Phùng Khoang,"Đường Phùng Khoang, Phường Trung Văn, Nam Từ Liêm, Hà Nội.",06/05/2024,25 phòng,,
100 m²,Thỏa thuận,,7 m,8 tầng,27 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Mễ Trì,"Đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",06/05/2024,28 phòng,,
44 m²,"8,4 tỷ","3,8 m",5 m,6 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại phường Khương Đình,"Phường Khương Đình, Thanh Xuân, Hà Nội",06/05/2024,4 phòng,,
90 m²,20 tỷ,,"3,5 m",7 tầng,22 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Lương Thế Vinh,"Đường Lương Thế Vinh, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội",06/05/2024,22 phòng,,
58 m²,869 triệu,,,,2 phòng,Sổ đỏ/ Sổ hồng,"Nội thất cơ bản được nhập khẩu, thang máy tốc độ cao.",Hà Nội,Thanh Xuân,Căn hộ chung cư tại đường Nguyễn Trãi,"Đường Nguyễn Trãi, Phường Nhân Chính, Thanh Xuân, Hà Nội.",06/05/2024,2 phòng,,
42 m²,"8,8 tỷ","5,7 m",4 m,24 tầng,40 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Tô Vĩnh Diện,"Đường Tô Vĩnh Diện, Phường Khương Mai, Thanh Xuân, Hà Nội",06/05/2024,4 phòng,Đông - Nam,Đông - Nam
55 m²,8 tỷ,4 m,"3,5 m",5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Bùi Xương Trạch,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",06/05/2024,4 phòng,Đông,Đông
30 m²,"4,4 tỷ",,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Tân Mai,"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",06/05/2024,3 phòng,,
58 m²,869 triệu,,,,2 phòng,Sổ đỏ/ Sổ hồng,"Nội thất cơ bản được nhập khẩu, thang máy tốc độ cao.",Hà Nội,Thanh Xuân,Căn hộ chung cư tại đường Nguyễn Trãi,"Đường Nguyễn Trãi, Phường Nhân Chính, Thanh Xuân, Hà Nội.",06/05/2024,2 phòng,,
42 m²,"8,8 tỷ","5,7 m",4 m,24 tầng,40 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Tô Vĩnh Diện,"Đường Tô Vĩnh Diện, Phường Khương Mai, Thanh Xuân, Hà Nội",06/05/2024,4 phòng,Đông - Nam,Đông - Nam
55 m²,8 tỷ,4 m,"3,5 m",5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Bùi Xương Trạch,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",06/05/2024,4 phòng,Đông,Đông
30 m²,"4,4 tỷ",,,5 tầng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Tân Mai,"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội",06/05/2024,3 phòng,,
56 m²,"7,5 tỷ","5,3 m",,2 tầng,4 phòng,"+ Sổ nở hậu, sẵn giao dịch.",,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Đại Mỗ,"Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội",03/05/2024,2 phòng,,
58 m²,920 triệu,,,,2 phòng,Sổ đỏ/ Sổ hồng,"Nội thất: Đầy đủ chỉ việc đến ở, tủ bếp, hút mùi, bếp từ, chậu rửa, sàn gạch, trần thạch cao, bảo ôn điều hòa, thiết bị vệ sinh và bình nóng lạnh, giường tủ, sofa, kệ tivi, cửa gỗ thịt tự nhiên.",Hà Nội,Tây Hồ,Căn hộ chung cư tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Thụy Khuê, Tây Hồ, Hà Nội",06/05/2024,2 phòng,,
35 m²,"5,7 tỷ",,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Vân Đồn,"Đường Vân Đồn, Phường Bạch Đằng, Hai Bà Trưng, Hà Nội",06/05/2024,5 phòng,,
110 m²,"17,7 tỷ",6 m,5 m,8 tầng,35 phòng,+ Sổ đỏ chính chủ sẵn sàng giao dịch.,Đầy đủ.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Xuân Phương,"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",06/05/2024,36 phòng,,
36 m²,7 tỷ,,,5 tầng,4 phòng,Sổ vuông đẹp sẵn sàng giao dịch.,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Hồ Tùng Mậu,"Đường Hồ Tùng Mậu, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",03/05/2024,4 phòng,,
60 m²,800 triệu,,,,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ - về ở luôn.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại đường Giải Phóng,"Đường Giải Phóng, Phường Tương Mai, Hoàng Mai, Hà Nội",06/05/2024,2 phòng,,
35 m²,Thỏa thuận,"6,3 m",,5 tầng,,Sổ đỏ,Đầy đủ,Hà Nội,Ba Đình,Nhà riêng tại đường Hoàng Hoa Thám,"Đường Hoàng Hoa Thám, Phường Liễu Giai, Ba Đình, Hà Nội",01/05/2024,,,
162 m²,"13,3 tỷ",,,,3 phòng,Hợp đồng mua bán,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại Sunshine Golden River,"Dự án Sunshine Golden River, Phường Phú Thượng, Tây Hồ, Hà Nội",03/05/2024,3 phòng,,
70 m²,"2,45 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Gia Lâm,Căn hộ chung cư tại Vinhomes Ocean Park Gia Lâm,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",03/05/2024,2 phòng,,
64 m²,Thỏa thuận,5 m,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Bưởi,"Phường Bưởi, Tây Hồ, Hà Nội",03/05/2024,4 phòng,,
50 m²,"4,25 tỷ",,,1 tầng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Xuân Phương,"Đường Xuân Phương, Phường Xuân Phương, Nam Từ Liêm, Hà Nội",02/05/2024,1 phòng,,
107 m²,"4,4 tỷ",,,,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Căn hộ chung cư tại HPC Landmark 105,"Dự án HPC Landmark 105, Phường La Khê, Hà Đông, Hà Nội",25/04/2024,2 phòng,Đông - Nam,Tây - Bắc
58 m²,920 triệu,,,,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ - về ở luôn,Hà Nội,Đống Đa,Căn hộ chung cư tại phố Xã Đàn,"Phố Xã Đàn, Phường Kim Liên, Đống Đa, Hà Nội",03/05/2024,2 phòng,,
106 m²,"34,5 tỷ",,,9 tầng,9 phòng,- Sổ sạch đẹp.,- 2 cửa vào nhà đều lắp cửa cuốn và khóa từ vân tay.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Nguyễn Cơ Thạch,"Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",02/05/2024,9 phòng,,
60 m²,Thỏa thuận,4 m,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Trung Hòa, Cầu Giấy, Hà Nội",02/05/2024,,,
48 m²,13 tỷ,6 m,,5 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trần Quốc Hoàn,"Phố Trần Quốc Hoàn, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",02/05/2024,,,
106 m²,"34,5 tỷ",,,9 tầng,9 phòng,- Sổ sạch đẹp.,- 2 cửa vào nhà đều lắp cửa cuốn và khóa từ vân tay.,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Nguyễn Cơ Thạch,"Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",02/05/2024,9 phòng,,
60 m²,Thỏa thuận,4 m,,5 tầng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Nguyễn Khang,"Đường Nguyễn Khang, Phường Trung Hòa, Cầu Giấy, Hà Nội",02/05/2024,,,
48 m²,13 tỷ,6 m,,5 tầng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trần Quốc Hoàn,"Phố Trần Quốc Hoàn, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",02/05/2024,,,
50 m²,"9,7 tỷ",4 m,,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Quang Tiến,"Đường Quang Tiến, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",02/05/2024,5 phòng,,
100 m²,"25,5 tỷ","9,5 m",15 m,5 tầng,5 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Nguyễn Cơ Thạch,"Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",02/05/2024,6 phòng,,
92 m²,"4,38 tỷ",,,,3 phòng,,,Hà Nội,Hà Đông,Căn hộ chung cư tại Grand Sunlake,"Dự án Grand Sunlake, Đường Trần Phú, Phường Văn Quán, Hà Đông, Hà Nội",06/05/2024,2 phòng,Đông - Nam,Đông - Nam
"42,9 m²",2 tỷ,,,,1 phòng,,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Sapphire-Vinhomes Smart City,"Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội",04/05/2024,1 phòng,,
108 m²,"5,25 tỷ",,,,,Hợp đồng mua bán.,,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Hoàng Thành Pearl,"Dự án Hoàng Thành Pearl, Đường Nguyễn Văn Giáp, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội",08/04/2024,,,
110 m²,Thỏa thuận,,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Rivera Park Hà Nội,"Rivera Park Hà Nội, 69, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",02/05/2024,2 phòng,,
60 m²,"2,65 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại phố Trần Quốc Hoàn,"Phố Trần Quốc Hoàn, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",03/05/2024,1 phòng,,
"73,5 m²",Thỏa thuận,,,,2 phòng,Đang chờ sổ.,,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Feliz Homes,"Dự án Feliz Homes, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",06/05/2024,2 phòng,Đông,
78 m²,3 tỷ,,,,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Căn hộ chung cư tại Chung cư Sails Tower,"Dự án Sails Tower, Đường Cầu Bươu, Phường Kiến Hưng, Hà Đông, Hà Nội",03/05/2024,2 phòng,Tây - Bắc,Đông - Nam
50 m²,"28,5 tỷ",,,7 tầng,5 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Trần Vỹ,"Đường Trần Vỹ, Phường Mai Dịch, Cầu Giấy, Hà Nội",02/05/2024,5 phòng,,
58 m²,950 triệu,,,,2 phòng,Sổ đỏ/ Sổ hồng,"Nội thất đầy đủ. Nội thất: Đầy đủ chỉ việc đến ở, tủ bếp, hút mùi, bếp từ, chậu rửa, sàn gạch, trần thạch cao, bảo ôn điều hòa, thiết bị vệ sinh và bình nóng lạnh, giường tủ, sofa, kệ tivi, cửa gỗ thị",Hà Nội,Ba Đình,Căn hộ chung cư tại đường Văn Cao,"Đường Văn Cao, Phường Liễu Giai, Ba Đình, Hà Nội",06/05/2024,2 phòng,,
60 m²,Thỏa thuận,,,7 tầng,11 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Nhà riêng tại đường Bùi Xương Trạch,"Đường Bùi Xương Trạch, Phường Khương Đình, Thanh Xuân, Hà Nội",06/05/2024,,,
108 m²,4 tỷ,,,,3 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ Nội thất nhà tôi khi bán sẽ để lại toàn bộ.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Chung cư Bộ Tổng Tham Mưu,"Dự án 789 Bộ Tổng Tham Mưu - BQP, Đường Nhân Mỹ, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",25/04/2024,2 phòng,Đông - Bắc,Tây - Nam
141 m²,"15,5 tỷ","6,2 m",5 m,5 tầng,6 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Long Biên,Nhà riêng tại đường Chu Huy Mân,"Đường Chu Huy Mân, Phường Phúc Đồng, Long Biên, Hà Nội",29/04/2024,5 phòng,,
"77,04 m²","3,98 tỷ",,,,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Long Biên,Căn hộ chung cư tại Le Grand Jardin Sài Đồng,"Dự án Le Grand Jardin Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Sài Đồng, Long Biên, Hà Nội",02/05/2024,2 phòng,Tây - Nam,Đông - Bắc
