Quận,Loại nhà,Diện tích (m²),Mức giá (tỷ),Số phòng ngủ,Số toilet,Loại Nhà (mã hóa),Quận (mã hóa),Khoảng giá,Mức giá (triệu/m²)
Hoài Đức,Nhà riêng,31.0,3.25,4,4,2,6,1,104.83870967741936
Cầu Giấy,Nhà riêng,55.0,17.0,4,4,2,3,2,309.09090909090907
Ba Đình,Nhà riêng,33.0,4.75,4,3,2,0,1,143.93939393939394
Tây Hồ,Căn hộ chung cư,93.0,5.25,3,2,0,21,1,56.45161290322581
Hà Đông,Nhà riêng,48.0,6.7,3,3,2,9,1,139.58333333333334
Nam Từ Liêm,Nhà riêng,40.0,7.8,11,11,2,12,1,195.0
Bắc Từ Liêm,Nhà riêng,36.0,4.2,4,4,2,1,1,116.66666666666667
Tây Hồ,Nhà riêng,88.0,11.5,6,6,2,21,2,130.6818181818182
Nam Từ Liêm,Nhà riêng,155.0,33.5,26,25,2,12,2,216.1290322580645
Hà Đông,Nhà riêng,36.0,4.65,4,4,2,9,1,129.16666666666666
Tây Hồ,Nhà riêng,126.0,48.0,8,8,2,21,2,380.95238095238096
Tây Hồ,Nhà riêng,48.0,10.0,3,5,2,21,2,208.33333333333334
Nam Từ Liêm,Nhà riêng,72.0,16.4,14,14,2,12,2,227.77777777777777
Tây Hồ,Nhà mặt phố,44.0,13.0,5,5,1,21,2,295.45454545454544
Thanh Trì,Nhà riêng,38.0,4.58,4,3,2,17,1,120.52631578947368
Nam Từ Liêm,Nhà riêng,37.0,5.05,4,4,2,12,1,136.48648648648648
Thanh Trì,Nhà riêng,33.0,4.3,4,3,2,17,1,130.3030303030303
Thanh Xuân,Căn hộ chung cư,80.0,5.2,3,2,0,18,1,65.0
Gia Lâm,Căn hộ chung cư,42.0,2.05,1,1,0,4,1,48.80952380952381
Nam Từ Liêm,Nhà riêng,50.0,6.6,6,4,2,12,1,132.0
Hà Đông,Nhà mặt phố,42.0,17.8,5,5,1,9,2,423.8095238095238
Gia Lâm,Căn hộ chung cư,65.0,2.49,2,2,0,4,1,38.30769230769231
Thanh Xuân,Căn hộ chung cư,121.0,7.502,3,2,0,18,1,62.0
Thanh Xuân,Căn hộ chung cư,70.0,3.8,2,2,0,18,1,54.285714285714285
Thanh Xuân,Căn hộ chung cư,145.0,7.5,3,2,0,18,1,51.724137931034484
Thanh Xuân,Căn hộ chung cư,201.0,17.6,4,4,0,18,2,87.56218905472637
Thanh Xuân,Căn hộ chung cư,81.0,4.2,2,2,0,18,1,51.851851851851855
Đống Đa,Nhà riêng,160.0,44.8,5,5,2,24,2,280.0
Cầu Giấy,Căn hộ chung cư,86.0,4.0,2,2,0,3,1,46.51162790697674
Cầu Giấy,Căn hộ chung cư,75.0,4.2,3,2,0,3,1,56.0
Ba Đình,Nhà mặt phố,43.0,6.3,2,1,1,0,1,146.51162790697674
Cầu Giấy,Nhà mặt phố,138.0,63.0,10,10,1,3,3,456.5217391304348
Long Biên,Căn hộ chung cư,93.0,4.5,3,2,0,10,1,48.38709677419355
Tây Hồ,Nhà riêng,88.0,11.5,5,6,2,21,2,130.6818181818182
Long Biên,Nhà riêng,55.0,8.65,3,4,2,10,1,157.27272727272728
Nam Từ Liêm,Căn hộ chung cư,60.0,2.69,2,2,0,12,1,44.833333333333336
Long Biên,Nhà riêng,90.0,10.65,4,4,2,10,2,118.33333333333333
Long Biên,Nhà riêng,65.0,5.95,4,4,2,10,1,91.53846153846153
Hai Bà Trưng,Nhà riêng,45.0,5.8,4,4,2,5,1,128.88888888888889
Cầu Giấy,Nhà mặt phố,99.0,66.0,6,19,1,3,3,666.6666666666666
Thanh Xuân,Căn hộ chung cư,86.0,4.3,2,2,0,18,1,50.0
Thanh Xuân,Nhà riêng,45.0,14.95,4,5,2,18,2,332.22222222222223
Nam Từ Liêm,Nhà riêng,32.0,3.99,5,4,2,12,1,124.6875
Hoàng Mai,Căn hộ chung cư,79.0,3.9,3,2,0,8,1,49.36708860759494
Gia Lâm,Căn hộ chung cư,75.0,3.94,2,2,0,4,1,52.53333333333333
Gia Lâm,Căn hộ chung cư,63.0,2.73,3,2,0,4,1,43.333333333333336
Ba Đình,Nhà riêng,48.0,9.95,6,4,2,0,1,207.29166666666666
Nam Từ Liêm,Nhà riêng,40.0,5.3,3,4,2,12,1,132.5
Hai Bà Trưng,Nhà riêng,61.0,12.9,11,11,2,5,2,211.47540983606558
Nam Từ Liêm,Căn hộ chung cư,81.0,6.87,3,2,0,12,1,84.81481481481481
Nam Từ Liêm,Nhà riêng,60.0,7.3,4,4,2,12,1,121.66666666666667
Hà Đông,Căn hộ chung cư,95.0,3.42,3,2,0,9,1,36.0
Thanh Xuân,Nhà riêng,35.0,4.3,3,3,2,18,1,122.85714285714286
Thanh Xuân,Nhà riêng,107.0,25.0,35,35,2,18,2,233.6448598130841
Bắc Từ Liêm,Nhà riêng,30.0,5.35,3,4,2,1,1,178.33333333333334
Nam Từ Liêm,Căn hộ chung cư,113.0,8.8,3,2,0,12,1,77.87610619469027
Cầu Giấy,Nhà riêng,56.0,6.9,4,4,2,3,1,123.21428571428571
Nam Từ Liêm,Nhà riêng,70.0,12.8,19,19,2,12,2,182.85714285714286
Cầu Giấy,Căn hộ chung cư,80.0,2.9,3,2,0,3,1,36.25
Hai Bà Trưng,Nhà mặt phố,32.0,16.6,5,7,1,5,2,518.75
Nam Từ Liêm,Căn hộ chung cư,74.0,3.5,1,1,0,12,1,47.2972972972973
Hoài Đức,Căn hộ chung cư,68.0,3.2,2,2,0,6,1,47.05882352941177
Thanh Xuân,Căn hộ chung cư,104.0,8.7,3,2,0,18,1,83.65384615384616
Hà Đông,Nhà mặt phố,55.0,10.0,3,3,1,9,2,181.8181818181818
Tây Hồ,Căn hộ chung cư,75.0,4.1,3,2,0,21,1,54.666666666666664
Bắc Từ Liêm,Căn hộ chung cư,92.0,5.1,3,2,0,1,1,55.43478260869565
Nam Từ Liêm,Nhà riêng,45.0,9.3,6,7,2,12,1,206.66666666666666
Hà Đông,Nhà mặt phố,70.0,32.0,3,5,1,9,2,457.14285714285717
Hà Đông,Nhà mặt phố,105.0,31.0,5,5,1,9,2,295.23809523809524
Tây Hồ,Căn hộ chung cư,100.0,4.8,3,2,0,21,1,48.0
Đống Đa,Căn hộ chung cư,110.0,6.69,3,2,0,24,1,60.81818181818182
Thanh Xuân,Nhà mặt phố,100.0,32.9,8,8,1,18,2,329.0
Hai Bà Trưng,Nhà mặt phố,100.0,73.5,10,10,1,5,3,735.0
Đống Đa,Nhà riêng,70.0,25.0,4,6,2,24,2,357.14285714285717
Hà Đông,Nhà mặt phố,103.0,31.5,6,8,1,9,2,305.8252427184466
Nam Từ Liêm,Căn hộ chung cư,226.0,12.43,6,3,0,12,2,55.0
Nam Từ Liêm,Căn hộ chung cư,94.0,5.9,2,2,0,12,1,62.765957446808514
Nam Từ Liêm,Căn hộ chung cư,185.0,12.5,4,3,0,12,2,67.56756756756756
Đống Đa,Nhà riêng,120.0,36.0,7,6,2,24,2,300.0
Hà Đông,Nhà riêng,80.0,18.0,4,4,2,9,2,225.0
Long Biên,Căn hộ chung cư,75.0,2.78,3,2,0,10,1,37.06666666666667
Long Biên,Căn hộ chung cư,73.0,3.55,2,2,0,10,1,48.63013698630137
Long Biên,Nhà riêng,55.0,9.8,5,4,2,10,1,178.1818181818182
Long Biên,Căn hộ chung cư,72.0,3.2,2,2,0,10,1,44.44444444444444
Long Biên,Căn hộ chung cư,77.0,3.5,2,2,0,10,1,45.45454545454545
Long Biên,Căn hộ chung cư,82.0,2.9,3,2,0,10,1,35.36585365853659
Long Biên,Nhà mặt phố,302.0,48.0,10,8,1,10,2,158.94039735099338
Long Biên,Căn hộ chung cư,73.0,3.1,2,2,0,10,1,42.465753424657535
Thanh Xuân,Nhà mặt phố,130.0,35.9,3,4,1,18,2,276.15384615384613
Ba Đình,Nhà mặt phố,283.0,128.0,4,3,1,0,3,452.29681978798584
Thanh Xuân,Nhà riêng,130.0,17.55,4,2,2,18,2,135.0
Thanh Xuân,Nhà riêng,35.0,7.5,3,3,2,18,1,214.28571428571428
Hai Bà Trưng,Nhà mặt phố,60.0,12.8,4,5,1,5,2,213.33333333333334
Hoài Đức,Căn hộ chung cư,80.0,4.0,2,2,0,6,1,50.0
Thanh Xuân,Nhà riêng,110.0,22.9,6,4,2,18,2,208.1818181818182
Hoài Đức,Căn hộ chung cư,67.0,3.4,2,2,0,6,1,50.74626865671642
Hà Đông,Nhà riêng,69.0,12.68,1,1,2,9,2,183.768115942029
Ba Đình,Nhà mặt phố,105.0,68.5,5,4,1,0,3,652.3809523809524
Đống Đa,Nhà riêng,50.0,8.6,3,3,2,24,1,172.0
Cầu Giấy,Nhà riêng,80.0,19.9,4,3,2,3,2,248.75
Thanh Xuân,Nhà riêng,76.0,13.5,4,4,2,18,2,177.6315789473684
Thanh Xuân,Nhà riêng,156.0,31.0,5,4,2,18,2,198.71794871794873
Hoàng Mai,Nhà riêng,30.0,4.85,3,4,2,8,1,161.66666666666666
Hoàng Mai,Nhà riêng,45.0,6.45,6,4,2,8,1,143.33333333333334
Hoàng Mai,Nhà riêng,32.0,4.65,3,4,2,8,1,145.3125
Cầu Giấy,Nhà riêng,68.0,9.4,4,3,2,3,1,138.23529411764707
Bắc Từ Liêm,Căn hộ chung cư,141.0,12.972,4,3,0,1,2,92.0
Bắc Từ Liêm,Căn hộ chung cư,126.0,10.143,3,2,0,1,2,80.5
Hoàng Mai,Nhà riêng,46.0,6.7,4,3,2,8,1,145.65217391304347
Cầu Giấy,Nhà riêng,48.0,12.3,4,4,2,3,2,256.25
Nam Từ Liêm,Căn hộ chung cư,105.0,4.0,3,2,0,12,1,38.095238095238095
Nam Từ Liêm,Căn hộ chung cư,61.0,3.75,2,2,0,12,1,61.47540983606557
Nam Từ Liêm,Căn hộ chung cư,54.0,4.0,2,2,0,12,1,74.07407407407408
Thanh Xuân,Nhà riêng,40.0,6.5,4,5,2,18,1,162.5
Đống Đa,Nhà riêng,39.0,8.0,3,5,2,24,1,205.12820512820514
Hoàng Mai,Căn hộ chung cư,93.0,6.0,3,2,0,8,1,64.51612903225806
Nam Từ Liêm,Căn hộ chung cư,85.0,4.7175,2,2,0,12,1,55.5
Đống Đa,Nhà mặt phố,54.0,16.8,4,4,1,24,2,311.1111111111111
Đống Đa,Nhà mặt phố,54.0,16.8,4,4,1,24,2,311.1111111111111
Hai Bà Trưng,Nhà riêng,31.0,7.5,3,4,2,5,1,241.93548387096774
Tây Hồ,Nhà mặt phố,85.0,25.8,6,6,1,21,2,303.52941176470586
Hoài Đức,Căn hộ chung cư,70.0,1.7,2,2,0,6,0,24.285714285714285
Thanh Xuân,Nhà mặt phố,80.0,28.5,6,7,1,18,2,356.25
Cầu Giấy,Nhà riêng,68.0,37.0,4,6,2,3,2,544.1176470588235
Hà Đông,Nhà riêng,40.0,9.99,4,4,2,9,1,249.75
Long Biên,Nhà riêng,30.0,12.5,3,4,2,10,2,416.6666666666667
Cầu Giấy,Căn hộ chung cư,59.0,3.15,2,1,0,3,1,53.389830508474574
Long Biên,Nhà mặt phố,208.0,34.0,5,4,1,10,2,163.46153846153845
Nam Từ Liêm,Nhà riêng,30.0,4.5,5,4,2,12,1,150.0
Đống Đa,Nhà riêng,36.0,6.5,4,4,2,24,1,180.55555555555554
Hoàn Kiếm,Nhà mặt phố,166.0,29.3,6,7,1,7,2,176.50602409638554
Đống Đa,Nhà riêng,40.0,6.8,4,4,2,24,1,170.0
Cầu Giấy,Căn hộ chung cư,75.0,4.45,3,2,0,3,1,59.333333333333336
Ba Đình,Nhà riêng,35.0,4.8,3,3,2,0,1,137.14285714285714
Thanh Xuân,Căn hộ chung cư,96.0,5.8,3,2,0,18,1,60.416666666666664
Tây Hồ,Nhà riêng,55.0,21.0,5,6,2,21,2,381.8181818181818
Tây Hồ,Nhà riêng,54.0,5.75,10,6,2,21,1,106.48148148148148
Tây Hồ,Nhà riêng,43.0,5.3,5,4,2,21,1,123.25581395348837
Hoàng Mai,Căn hộ chung cư,54.0,2.19,2,2,0,8,1,40.55555555555556
Cầu Giấy,Nhà riêng,46.0,14.0,5,5,2,3,2,304.3478260869565
Đống Đa,Nhà riêng,53.0,10.8,4,5,2,24,2,203.77358490566039
Long Biên,Căn hộ chung cư,184.0,12.0,4,3,0,10,2,65.21739130434783
Tây Hồ,Nhà mặt phố,86.0,16.0,3,3,1,21,2,186.04651162790697
Hà Đông,Nhà riêng,36.0,4.0,3,4,2,9,1,111.11111111111111
Nam Từ Liêm,Nhà riêng,41.0,5.5,2,1,2,12,1,134.14634146341464
Tây Hồ,Nhà riêng,39.0,5.95,4,4,2,21,1,152.56410256410257
Cầu Giấy,Nhà riêng,55.0,9.8,4,4,2,3,1,178.1818181818182
Hà Đông,Nhà mặt phố,55.0,13.7,4,3,1,9,2,249.0909090909091
Nam Từ Liêm,Căn hộ chung cư,55.0,2.9,2,1,0,12,1,52.72727272727273
Hai Bà Trưng,Nhà riêng,91.0,14.5,9,10,2,5,2,159.34065934065933
Cầu Giấy,Nhà riêng,68.0,13.5,6,4,2,3,2,198.52941176470588
Thanh Trì,Căn hộ chung cư,77.0,2.14,3,2,0,17,1,27.792207792207794
Tây Hồ,Nhà riêng,40.0,6.7,4,4,2,21,1,167.5
Hoài Đức,Nhà riêng,30.0,3.35,3,4,2,6,1,111.66666666666667
Hà Đông,Căn hộ chung cư,118.0,4.8,3,2,0,9,1,40.67796610169491
Hà Đông,Nhà riêng,62.0,8.1,3,2,2,9,1,130.6451612903226
Hai Bà Trưng,Nhà riêng,80.0,9.8,19,19,2,5,1,122.5
Hoàng Mai,Nhà riêng,115.0,16.2,17,17,2,8,2,140.8695652173913
Nam Từ Liêm,Nhà riêng,150.0,36.8,41,41,2,12,2,245.33333333333334
Nam Từ Liêm,Nhà riêng,75.0,17.0,24,24,2,12,2,226.66666666666666
Hai Bà Trưng,Nhà riêng,65.0,11.9,17,17,2,5,2,183.07692307692307
Nam Từ Liêm,Nhà riêng,95.0,19.5,31,31,2,12,2,205.26315789473685
Nam Từ Liêm,Nhà riêng,155.0,24.5,23,23,2,12,2,158.06451612903226
Nam Từ Liêm,Nhà riêng,105.0,17.99,34,34,2,12,2,171.33333333333334
Nam Từ Liêm,Nhà riêng,120.0,17.4,30,31,2,12,2,145.0
Nam Từ Liêm,Nhà riêng,75.0,16.0,28,28,2,12,2,213.33333333333334
Thanh Xuân,Nhà riêng,82.0,15.0,17,17,2,18,2,182.9268292682927
Cầu Giấy,Nhà riêng,55.0,16.0,4,4,2,3,2,290.90909090909093
Thanh Xuân,Nhà riêng,60.0,11.68,17,17,2,18,2,194.66666666666666
Cầu Giấy,Căn hộ chung cư,63.0,5.3,2,2,0,3,1,84.12698412698413
Nam Từ Liêm,Nhà riêng,105.0,16.2,26,26,2,12,2,154.28571428571428
Nam Từ Liêm,Nhà riêng,70.0,14.7,18,18,2,12,2,210.0
Cầu Giấy,Nhà riêng,130.0,20.99,29,30,2,3,2,161.46153846153845
Cầu Giấy,Nhà riêng,95.0,14.5,21,21,2,3,2,152.6315789473684
Cầu Giấy,Nhà riêng,81.0,15.98,14,15,2,3,2,197.28395061728395
Nam Từ Liêm,Nhà riêng,75.0,14.5,24,25,2,12,2,193.33333333333334
Thanh Xuân,Nhà riêng,80.0,10.9,28,28,2,18,2,136.25
Đống Đa,Nhà riêng,75.0,11.0,16,16,2,24,2,146.66666666666666
Cầu Giấy,Nhà riêng,85.0,14.8,21,21,2,3,2,174.11764705882354
Cầu Giấy,Nhà riêng,80.0,12.8,15,15,2,3,2,160.0
Đống Đa,Nhà riêng,100.0,13.0,11,11,2,24,2,130.0
Đống Đa,Nhà riêng,120.0,19.99,27,27,2,24,2,166.58333333333334
Cầu Giấy,Nhà riêng,75.0,15.0,16,16,2,3,2,200.0
Đống Đa,Nhà riêng,85.0,12.4,16,16,2,24,2,145.88235294117646
Đống Đa,Nhà riêng,78.0,12.5,15,16,2,24,2,160.25641025641025
Gia Lâm,Căn hộ chung cư,47.0,1.68,2,1,0,4,0,35.744680851063826
Cầu Giấy,Nhà riêng,45.0,11.5,4,4,2,3,2,255.55555555555554
Thanh Trì,Căn hộ chung cư,36.0,0.99,1,1,0,17,0,27.5
Gia Lâm,Căn hộ chung cư,60.0,2.0,2,1,0,4,0,33.333333333333336
Cầu Giấy,Căn hộ chung cư,82.0,5.5,3,2,0,3,1,67.07317073170732
Hà Đông,Căn hộ chung cư,62.0,2.1,2,2,0,9,1,33.87096774193548
Đống Đa,Nhà riêng,22.0,3.7,3,4,2,24,1,168.1818181818182
Cầu Giấy,Nhà riêng,60.0,22.8,8,5,2,3,2,380.0
Thanh Trì,Căn hộ chung cư,56.0,1.79,2,2,0,17,0,31.964285714285715
Nam Từ Liêm,Căn hộ chung cư,94.0,6.1,3,2,0,12,1,64.8936170212766
Hà Đông,Căn hộ chung cư,84.0,3.05,3,2,0,9,1,36.30952380952381
Nam Từ Liêm,Căn hộ chung cư,61.0,3.8,2,2,0,12,1,62.295081967213115
Thanh Xuân,Nhà mặt phố,50.0,10.8,6,3,1,18,2,216.0
Nam Từ Liêm,Căn hộ chung cư,93.0,6.3,2,2,0,12,1,67.74193548387096
Cầu Giấy,Nhà riêng,100.0,17.9,4,4,2,3,2,179.0
Thanh Trì,Nhà riêng,32.0,4.5,4,3,2,17,1,140.625
Thanh Xuân,Nhà riêng,60.0,6.8,4,4,2,18,1,113.33333333333333
Cầu Giấy,Nhà riêng,68.0,11.9,18,18,2,3,2,175.0
Thanh Xuân,Nhà riêng,80.0,7.65,4,4,2,18,1,95.625
Thanh Xuân,Nhà mặt phố,182.0,72.0,6,8,1,18,3,395.6043956043956
Bắc Từ Liêm,Căn hộ chung cư,83.0,4.1,2,2,0,1,1,49.397590361445786
Ba Đình,Nhà riêng,98.0,24.5,21,21,2,0,2,250.0
Cầu Giấy,Nhà riêng,64.0,30.0,12,12,2,3,2,468.75
Ba Đình,Nhà mặt phố,51.0,18.5,4,4,1,0,2,362.7450980392157
Thanh Xuân,Căn hộ chung cư,29.0,2.1,2,1,0,18,1,72.41379310344827
Hà Đông,Nhà riêng,22.0,2.79,2,1,2,9,1,126.81818181818181
Hai Bà Trưng,Nhà riêng,31.0,5.98,3,4,2,5,1,192.90322580645162
Hà Đông,Căn hộ chung cư,90.0,3.02,3,2,0,9,1,33.55555555555556
Đống Đa,Nhà riêng,50.0,12.0,5,5,2,24,2,240.0
Hà Đông,Nhà mặt phố,55.0,32.8,5,5,1,9,2,596.3636363636364
Đống Đa,Nhà riêng,45.0,7.8,4,4,2,24,1,173.33333333333334
Đống Đa,Nhà riêng,46.0,7.0,4,4,2,24,1,152.17391304347825
Đống Đa,Nhà riêng,45.0,7.5,4,4,2,24,1,166.66666666666666
Hà Đông,Nhà riêng,55.0,12.4,4,4,2,9,2,225.45454545454547
Hoàn Kiếm,Nhà mặt phố,129.0,79.0,30,29,1,7,3,612.4031007751938
Hoàng Mai,Nhà riêng,70.0,10.5,5,6,2,8,2,150.0
Hai Bà Trưng,Nhà mặt phố,100.0,62.0,21,21,1,5,3,620.0
Thanh Trì,Căn hộ chung cư,148.0,3.404,4,3,0,17,1,23.0
Thanh Trì,Căn hộ chung cư,94.0,3.15,2,2,0,17,1,33.51063829787234
Thanh Xuân,Căn hộ chung cư,27.0,2.3,3,1,0,18,1,85.18518518518519
Thanh Trì,Căn hộ chung cư,127.0,3.81,4,3,0,17,1,30.0
Cầu Giấy,Nhà riêng,65.0,11.8,18,18,2,3,2,181.53846153846155
Thanh Trì,Căn hộ chung cư,127.0,3.81,4,3,0,17,1,30.0
Tây Hồ,Căn hộ chung cư,77.0,6.95,2,2,0,21,1,90.25974025974025
Cầu Giấy,Nhà mặt phố,130.0,28.6,5,5,1,3,2,220.0
Long Biên,Căn hộ chung cư,80.0,4.5,3,2,0,10,1,56.25
Hai Bà Trưng,Nhà riêng,80.0,14.5,21,21,2,5,2,181.25
Nam Từ Liêm,Nhà riêng,50.0,8.0,14,14,2,12,1,160.0
Bắc Từ Liêm,Nhà riêng,125.0,15.5,26,26,2,1,2,124.0
Tây Hồ,Nhà riêng,80.0,15.5,22,23,2,21,2,193.75
Long Biên,Căn hộ chung cư,83.0,4.6,2,2,0,10,1,55.42168674698795
Long Biên,Căn hộ chung cư,106.0,4.876,3,2,0,10,1,46.0
Long Biên,Căn hộ chung cư,88.0,5.0,2,2,0,10,1,56.81818181818182
Long Biên,Căn hộ chung cư,120.0,6.3,3,2,0,10,1,52.5
Hai Bà Trưng,Nhà riêng,58.0,17.25,6,4,2,5,2,297.41379310344826
Long Biên,Căn hộ chung cư,120.0,7.0,3,2,0,10,1,58.333333333333336
Hoàng Mai,Căn hộ chung cư,72.0,3.38,2,2,0,8,1,46.94444444444444
Long Biên,Căn hộ chung cư,85.0,4.0,3,2,0,10,1,47.05882352941177
Đống Đa,Nhà riêng,50.0,11.8,4,4,2,24,2,236.0
Đống Đa,Nhà riêng,55.0,12.6,6,5,2,24,2,229.0909090909091
Long Biên,Nhà riêng,90.0,10.5,3,2,2,10,2,116.66666666666667
Thanh Xuân,Nhà riêng,45.0,9.6,3,5,2,18,1,213.33333333333334
Bắc Từ Liêm,Nhà riêng,30.0,5.4,3,3,2,1,1,180.0
Hoàng Mai,Căn hộ chung cư,64.0,2.6,2,2,0,8,1,40.625
Hà Đông,Căn hộ chung cư,74.0,3.6,2,2,0,9,1,48.648648648648646
Hà Đông,Căn hộ chung cư,95.0,3.7,3,2,0,9,1,38.94736842105263
Ba Đình,Căn hộ chung cư,75.0,2.8,3,2,0,0,1,37.333333333333336
Hà Đông,Căn hộ chung cư,95.0,4.6,3,2,0,9,1,48.421052631578945
Đống Đa,Nhà riêng,90.0,15.5,6,3,2,24,2,172.22222222222223
Ba Đình,Nhà riêng,35.0,7.9,4,2,2,0,1,225.71428571428572
Thanh Xuân,Căn hộ chung cư,130.0,5.8,3,2,0,18,1,44.61538461538461
Đống Đa,Nhà riêng,47.0,12.7,4,5,2,24,2,270.21276595744683
Cầu Giấy,Nhà mặt phố,55.0,21.0,5,7,1,3,2,381.8181818181818
Cầu Giấy,Nhà riêng,81.0,21.5,6,8,2,3,2,265.4320987654321
Bắc Từ Liêm,Nhà riêng,45.0,4.2,3,3,2,1,1,93.33333333333333
Thanh Trì,Căn hộ chung cư,127.0,3.81,4,3,0,17,1,30.0
Tây Hồ,Nhà mặt phố,115.0,49.0,4,3,1,21,2,426.0869565217391
Ba Đình,Nhà riêng,50.0,16.5,4,4,2,0,2,330.0
Đống Đa,Nhà mặt phố,185.0,67.0,4,4,1,24,3,362.1621621621622
Ba Đình,Nhà riêng,56.0,13.8,4,4,2,0,2,246.42857142857142
Đống Đa,Nhà mặt phố,120.0,65.0,5,4,1,24,3,541.6666666666666
Hà Đông,Nhà riêng,31.0,5.4,3,4,2,9,1,174.19354838709677
Hoàng Mai,Căn hộ chung cư,82.0,3.6,2,2,0,8,1,43.90243902439025
Nam Từ Liêm,Nhà mặt phố,210.0,95.0,42,43,1,12,3,452.3809523809524
Đống Đa,Nhà mặt phố,110.0,45.5,4,4,1,24,2,413.6363636363636
Tây Hồ,Nhà riêng,166.0,33.5,26,26,2,21,2,201.80722891566265
Đống Đa,Nhà mặt phố,90.0,53.0,5,6,1,24,3,588.8888888888889
Thanh Xuân,Nhà riêng,41.0,15.8,6,5,2,18,2,385.3658536585366
Thanh Xuân,Nhà riêng,33.0,4.1,4,4,2,18,1,124.24242424242425
Hoàng Mai,Căn hộ chung cư,88.0,4.4,3,2,0,8,1,50.0
Đống Đa,Căn hộ chung cư,36.0,2.85,2,2,0,24,1,79.16666666666667
Thanh Xuân,Căn hộ chung cư,104.0,6.9,3,2,0,18,1,66.34615384615384
Hà Đông,Căn hộ chung cư,128.0,5.0,3,2,0,9,1,39.0625
Thanh Xuân,Nhà riêng,45.0,8.0,3,3,2,18,1,177.77777777777777
Long Biên,Nhà riêng,160.0,16.0,4,4,2,10,2,100.0
Ba Đình,Nhà riêng,35.0,6.25,3,4,2,0,1,178.57142857142858
Cầu Giấy,Nhà riêng,30.0,5.5,3,3,2,3,1,183.33333333333334
Hoàng Mai,Nhà riêng,38.0,4.25,3,2,2,8,1,111.84210526315789
Tây Hồ,Căn hộ chung cư,174.0,12.24,4,2,0,21,2,70.34482758620689
Hà Đông,Căn hộ chung cư,70.0,2.43,2,2,0,9,1,34.714285714285715
Hoàng Mai,Căn hộ chung cư,92.0,3.63,4,2,0,8,1,39.45652173913044
Chương Mỹ,Nhà riêng,40.0,1.98,4,3,2,2,0,49.5
Thanh Trì,Căn hộ chung cư,56.0,1.78,2,2,0,17,0,31.785714285714285
Nam Từ Liêm,Căn hộ chung cư,43.0,2.4,1,1,0,12,1,55.81395348837209
Bắc Từ Liêm,Nhà riêng,30.0,4.29,4,4,2,1,1,143.0
Đống Đa,Nhà riêng,46.0,7.5,5,6,2,24,1,163.04347826086956
Long Biên,Nhà riêng,42.0,6.9,3,4,2,10,1,164.28571428571428
Ba Đình,Nhà riêng,47.0,12.9,4,5,2,0,2,274.468085106383
Long Biên,Nhà riêng,75.0,16.5,3,3,2,10,2,220.0
Tây Hồ,Nhà mặt phố,266.0,78.6,8,5,1,21,3,295.4887218045113
Hà Đông,Nhà riêng,45.0,10.8,6,4,2,9,2,240.0
Nam Từ Liêm,Nhà riêng,28.0,1.65,2,1,2,12,0,58.92857142857143
Nam Từ Liêm,Nhà riêng,43.0,6.4,3,4,2,12,1,148.8372093023256
Hoàng Mai,Căn hộ chung cư,64.0,3.8,2,2,0,8,1,59.375
Hà Đông,Căn hộ chung cư,70.0,1.8,2,2,0,9,0,25.714285714285715
Thanh Trì,Nhà riêng,50.0,3.45,4,4,2,17,1,69.0
Đống Đa,Nhà riêng,30.0,7.5,4,5,2,24,1,250.0
Đống Đa,Nhà riêng,51.0,7.86,4,4,2,24,1,154.11764705882354
Long Biên,Nhà riêng,33.0,3.58,3,4,2,10,1,108.48484848484848
Hai Bà Trưng,Nhà riêng,32.0,4.99,3,4,2,5,1,155.9375
Hà Đông,Căn hộ chung cư,63.0,2.1,2,2,0,9,1,33.333333333333336
Thanh Xuân,Nhà riêng,50.0,14.95,4,3,2,18,2,299.0
Cầu Giấy,Nhà riêng,49.0,15.5,5,5,2,3,2,316.3265306122449
Hà Đông,Nhà riêng,33.0,2.47,3,3,2,9,1,74.84848484848484
Hà Đông,Căn hộ chung cư,58.0,2.05,2,1,0,9,1,35.3448275862069
Thanh Xuân,Nhà riêng,40.0,7.95,4,4,2,18,1,198.75
Long Biên,Nhà riêng,90.0,9.6,1,1,2,10,1,106.66666666666667
Ba Đình,Nhà riêng,52.0,9.0,4,3,2,0,1,173.07692307692307
Thanh Xuân,Nhà riêng,80.0,19.5,21,23,2,18,2,243.75
Thanh Xuân,Nhà mặt phố,60.0,24.0,7,7,1,18,2,400.0
Hà Đông,Nhà riêng,45.0,10.5,4,4,2,9,2,233.33333333333334
Nam Từ Liêm,Căn hộ chung cư,55.0,3.05,2,2,0,12,1,55.45454545454545
Gia Lâm,Căn hộ chung cư,27.0,1.4,1,1,0,4,0,51.851851851851855
Cầu Giấy,Căn hộ chung cư,94.0,5.0,2,2,0,3,1,53.191489361702125
Tây Hồ,Nhà riêng,114.0,34.0,4,5,2,21,2,298.2456140350877
Hà Đông,Nhà mặt phố,40.0,6.7,3,3,1,9,1,167.5
Thanh Xuân,Nhà riêng,29.0,4.0,3,4,2,18,1,137.93103448275863
Long Biên,Nhà mặt phố,110.0,41.0,4,3,1,10,2,372.72727272727275
Thanh Xuân,Nhà riêng,150.0,26.65,5,5,2,18,2,177.66666666666666
Hoàng Mai,Nhà riêng,268.0,33.0,5,5,2,8,2,123.13432835820896
