Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Quận,Thành phố,Loại,Địa chỉ,Ngày đăng,Mặt tiền,Số tầng,Đường vào
50 m²,16 tỷ,,,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Xuân Diệu,"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",03/05/2024,"4,2 m",5 tầng,100 m
60 m²,"10,5 tỷ",,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Hà Nội,Long Biên,Nhà riêng tại đường Ái Mộ,"Đường Ái Mộ, Phường Bồ Đề, Long Biên, Hà Nội",03/05/2024,6 m,3 tầng,
"65,56 m²","2,9 tỷ",,,2 phòng,2 phòng,,"+ Sàn gỗ, trần thạch cao, đèn âm trần chiếu sáng. + Điều hòa Misubishi 2 chiều. + Tủ bếp trên dưới, Thiết bị bếp Hefele(bếp từ + hút mùi). + Thiết bị vệ sinh Toto cao cấp.",Hà Nội,Long Biên,Căn hộ chung cư tại Eco City Việt Hưng,"Dự án Eco City Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội",03/05/2024,,,
73 m²,"3,3 tỷ",,,2 phòng,2 phòng,,"Nhận bàn giao: Sàn gỗ 12mm, điều hòa 2 chiều Mitsubishi, Tủ bếp trên dưới, Tbi bếp Hafele, Tbi vệ sinh Toto, trần thạch cao giật cấp, đèn downlight chiếu sáng cao cấp..",Hà Nội,Long Biên,Căn hộ chung cư tại Eco City Việt Hưng,"Dự án Eco City Việt Hưng, Phường Giang Biên, Long Biên, Hà Nội",03/05/2024,,,
67 m²,"5,2 tỷ",,Tây,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Vinhomes D'Capitale,"Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024,,,
267 m²,86 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Hoàn Kiếm,Nhà mặt phố tại phố Hàng Bông,"Phố Hàng Bông, Phường Hàng Trống, Hoàn Kiếm, Hà Nội",03/05/2024,,3 tầng,
680 m²,199 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Đống Đa,Nhà mặt phố tại đường Trường Chinh,"Đường Trường Chinh, Phường Trung Tự, Đống Đa, Hà Nội",03/05/2024,13 m,,
44 m²,"7,3 tỷ",,,4 phòng,3 phòng,Sổ đỏ,,Hà Nội,Thanh Xuân,Nhà riêng tại phố Quan Nhân,"Số 33A ngõ 89, Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024,"4,6 m",5 tầng,
72 m²,11 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà riêng tại phố Trung Kính,"43, Phố Trung Kính, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024,"5,5 m",4 tầng,
110 m²,48 tỷ,,,8 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà mặt phố tại phố Thái Hà,"Phố Thái Hà, Phường Trung Liệt, Đống Đa, Hà Nội",03/05/2024,6 m,7 tầng,17 m
75 m²,"4,05 tỷ",,,2 phòng,2 phòng,,,Hà Nội,Hai Bà Trưng,Căn hộ chung cư tại Chung cư 536A Minh Khai,"Dự án Chung cư 536A Minh Khai, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",03/05/2024,,,
30 m²,"3,05 tỷ",Tây - Nam,,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà riêng tại phường Yên Nghĩa,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",03/05/2024,"3,1 m",4 tầng,"1,8 m"
146 m²,11 tỷ,,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Căn hộ chung cư tại D’. Le Roi Soleil,"D’. Le Roi Soleil , 59, Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",03/05/2024,,,
137 m²,"5,25 tỷ",Đông - Nam,Đông - Bắc,3 phòng,2 phòng,Hợp đồng mua bán,Cơ bản,Hà Nội,Hà Đông,Căn hộ chung cư tại Mulberry Lane,"Dự án Mulberry Lane, Đường Nguyễn Văn Lộc, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024,,,
252 m²,Thỏa thuận,,,4 phòng,4 phòng,,,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại N01-T7 Ngoại Giao Đoàn,"Dự án N01-T7 Ngoại Giao Đoàn, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội",01/05/2024,,,
98 m²,"3,8 tỷ",,,3 phòng,2 phòng,Đang chờ sổ,"Căn hộ trang bị nội thất: Sàn gỗ, trần thạch cao, thiết bị vệ sinh, điều hòa, tủ bếp, thiết bị bếp dầy đủ.",Hà Nội,Đông Anh,Căn hộ chung cư tại Eurowindow River Park,"Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội",03/05/2024,,,
83 m²,"4,6 tỷ",,Tây - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Florence Mỹ Đình,"Florence Mỹ Đình, 28, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",03/05/2024,,,
57 m²,"6,8 tỷ",Đông - Nam,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ bàn giao full nội thất nhập khẩu đầy đủ thiết bị bếp, chiếu sáng, vệ sinh, sàn, điều hòa âm trần... Đến từ các thương hiệu danh tiếng Kohler, Hafele, Daikil, Franke, Eurogold...",Hà Nội,Đống Đa,Căn hộ chung cư tại The Gloria by Silk Path,"Dự án The Gloria by Silk Path, Đường Nguyên Hồng, Phường Láng Hạ, Đống Đa, Hà Nội",03/05/2024,,,
108 m²,"5,8 tỷ",,,3 phòng,,,,Hà Nội,Long Biên,Căn hộ chung cư tại Sunshine Green Iconic,"Dự án Sunshine Green Iconic, Phường Phúc Đồng, Long Biên, Hà Nội",25/04/2024,,,
36 m²,"2,25 tỷ",,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Tây Hồ,Nhà riêng tại đường Thụy Khuê,"Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",03/05/2024,,2 tầng,2 m
112 m²,52 triệu/m²,,,2 phòng,2 phòng,Sổ đỏ,,Hà Nội,Đống Đa,Căn hộ chung cư tại Sky City Towers-88 Láng Hạ,"Dự án Sky City Towers-88 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội",03/05/2024,,,
82 m²,Thỏa thuận,,Đông - Bắc,2 phòng,2 phòng,,Nội thất cơ bản.,Hà Nội,Hà Đông,Căn hộ chung cư tại Seasons Avenue,"Dự án Seasons Avenue, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024,,,
60 m²,Thỏa thuận,Đông - Bắc,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Gia Lâm,Căn hộ chung cư tại Masteri Waterfront,"Dự án Masteri Water Front, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội",30/04/2024,,,
85 m²,"4,15 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Sunshine Palace,"Dự án Sunshine Palace, Đường Lĩnh Nam, Phường Mai Động, Hoàng Mai, Hà Nội",03/05/2024,,,
40 m²,"6,7 tỷ",,,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ.,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",03/05/2024,"5,5 m",5 tầng,3 m
76 m²,"5,5 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Cầu Giấy Center Point,"Cầu Giấy Center Point, 110, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",03/05/2024,,,
200 m²,50 tỷ,,,10 phòng,10 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà mặt phố tại Khu đô thị mới Văn Quán,"Dự án KĐT Văn Quán, Phường Phúc La, Hà Đông, Hà Nội",03/05/2024,10 m,6 tầng,24 m
167 m²,"9,3 tỷ",Đông - Nam,Tây - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Diamond Flower Tower,"Diamond Flower Tower, 48, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",03/05/2024,,,
80 m²,"19,5 tỷ",Nam,Nam,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản.,Hà Nội,Long Biên,Nhà mặt phố tại đường Cổ Linh,"Số 46 Ngõ 144 Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",03/05/2024,"4,21 m",5 tầng,"7,5 m"
"71,6 m²","5,05 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Rivera Park Hà Nội,"Dự án Rivera Park Hà Nội, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",03/05/2024,,,
60 m²,"2,75 tỷ",,,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Cơ bản Nội thất trong nhà có đồ cơ bẩn gắn tường.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Khu đô thị Mỹ Đình I,"Dự án Mỹ Đình I, Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",03/05/2024,,,
60 m²,"1,95 tỷ",Đông - Nam,Tây - Bắc,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Khu đô thị Kim Văn - Kim Lũ (Golden Silk),"Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",03/05/2024,,,
105 m²,31 tỷ,,,,,,,Hà Nội,Hà Đông,Nhà mặt phố tại phường Quang Trung,"Phường Quang Trung, Hà Đông, Hà Nội",03/05/2024,"5,4 m",,
"52,5 m²","8,65 tỷ",,,8 phòng,5 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại đường Yên Lãng,"Đường Yên Lãng, Phường Thịnh Quang, Đống Đa, Hà Nội",03/05/2024,"3,5 m",5 tầng,2 m
72 m²,4 tỷ,Tây - Nam,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Seasons Avenue,"Dự án Seasons Avenue, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024,,,
250 m²,90 tỷ,,,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà mặt phố tại đường Nguyễn Đình Thi,"Đường Nguyễn Đình Thi, Phường Thụy Khuê, Tây Hồ, Hà Nội",03/05/2024,11 m,4 tầng,15 m
40 m²,Thỏa thuận,,,6 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Hà Đông,Nhà riêng tại đường Nghĩa Lộ,"Đường Nghĩa Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội",03/05/2024,,5 tầng,
410 m²,200 tỷ,,,10 phòng,10 phòng,Sổ đỏ,,Hà Nội,Đống Đa,Nhà mặt phố tại đường Yên Lãng,"Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội",03/05/2024,14 m,10 tầng,30 m
80 m²,"3,1 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Đồng Phát Park View Tower,"Dự án Đồng Phát Park View Tower, Đường Tân Mai, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",03/05/2024,,,
42 m²,"5,2 tỷ",Tây,,4 phòng,4 phòng,Sổ đỏ,,Hà Nội,Hà Đông,Nhà riêng tại đường Mậu Lương,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",03/05/2024,,4 tầng,
105 m²,15 tỷ,,,,,Sổ đỏ/ Sổ hồng.,Nội thất nhà cơ bản.,Hà Nội,Gia Lâm,Nhà mặt phố tại Eurowindow Twin Parks,"Dự án Eurowindow Twin Parks, Đường Thành Trung, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",03/05/2024,,5 tầng,
135 m²,Thỏa thuận,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Iris Garden,"Iris Garden, 30, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",03/05/2024,,,
95 m²,Thỏa thuận,Bắc,Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại N01-T1 Ngoại Giao Đoàn,"Dự án N01-T1 Ngoại Giao Đoàn, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",03/05/2024,,,
47 m²,"1,78 tỷ",,,2 phòng,1 phòng,Hợp đồng mua bán,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại HH1 Linh Đàm,"Dự án HH1 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",03/05/2024,,,
99 m²,"3,8 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại T&T Riverview,"T&T Riverview, 440, Đường Vĩnh Hưng, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",03/05/2024,,,
120 m²,14 tỷ,,,26 phòng,,Sổ đỏ/ Sổ hồng,,Hà Nội,Gia Lâm,Nhà riêng tại thị trấn Trâu Quỳ,"Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",03/05/2024,6 m,5 tầng,
"76,27 m²","2,85 tỷ",Đông - Bắc,Tây - Nam,3 phòng,2 phòng,Hợp đồng mua bán,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại HH1 Linh Đàm,"Dự án HH1 Linh Đàm, Đường Linh Đường, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",03/05/2024,,,
56 m²,"10,3 tỷ",,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,Hà Nội,Tây Hồ,Nhà riêng tại đường Xuân Diệu,"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",03/05/2024,"4,1 m",3 tầng,
76 m²,Thỏa thuận,,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Cầu Giấy Center Point,"Cầu Giấy Center Point, Số 110, Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",03/05/2024,,,
45 m²,Thỏa thuận,,,1 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Khu đô thị Kim Văn - Kim Lũ (Golden Silk),"Dự án Kim Văn Kim Lũ, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",03/05/2024,,,
48 m²,990 triệu,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Căn hộ chung cư tại đường Xuân La,"Đường Xuân La, Phường Xuân La, Tây Hồ, Hà Nội",03/05/2024,,,
112 m²,"4,4 tỷ",Tây,Đông,3 phòng,3 phòng,Sổ đỏ,Không nội thất,Hà Nội,Hà Đông,Căn hộ chung cư tại Khu nhà ở Bắc Hà,"Dự án Bắc Hà Fodacon, Đường Nguyễn Trãi, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024,,,
84 m²,5 tỷ,Tây - Bắc,Đông - Nam,3 phòng,2 phòng,,Full nội thất cao cấp.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại The Zei Mỹ Đình,"Dự án The Zei Mỹ Đình, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",03/05/2024,,,
115 m²,Thỏa thuận,Tây - Nam,Đông - Bắc,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính,"Dự án Trung Hòa Nhân Chính, Phố Hoàng Đạo Thúy, Phường Trung Hòa, Cầu Giấy, Hà Nội",03/05/2024,,,
87 m²,36 triệu/m²,Tây - Bắc,Đông - Nam,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Golden Palace,"Dự án Golden Palace, đường Mễ Trì, Phường Mễ Trì, Nam Từ Liêm, Hà Nội",03/05/2024,,,
72 m²,"4,1 tỷ",Tây - Nam,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại Seasons Avenue,"Dự án Seasons Avenue, Phường Mỗ Lao, Hà Đông, Hà Nội",03/05/2024,,,
105 m²,"8,9 tỷ",Tây - Bắc,Đông - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Hoàn thiện nội thất. Hoàn thiện nội thất.,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes Skylake,"Dự án Vinhomes Skylake, Đường Phạm Hùng, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.",03/05/2024,,,
65 m²,"10,4 tỷ",,,4 phòng,4 phòng,"+ Sổ đỏ vuông đẹp, sãn sàng giao dịch.","Nội thất xịn sò, ở sướng.",Hà Nội,Nam Từ Liêm,Nhà riêng tại đường Thiên Hiền,"Đường Thiên Hiền, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",03/05/2024,"4,5 m",5 tầng,5 m
92 m²,17 tỷ,,,21 phòng,,,,Hà Nội,Cầu Giấy,Nhà riêng tại phố Nguyễn Ngọc Vũ,"Phố Nguyễn Ngọc Vũ, Phường Yên Hòa, Cầu Giấy, Hà Nội",02/05/2024,"7,2 m",7 tầng,
18 m²,"3,35 tỷ",,,,,Sổ đỏ,,Hà Nội,Ba Đình,Nhà riêng tại đường Hoàng Hoa Thám,"Đường Hoàng Hoa Thám, Phường Ngọc Hà, Ba Đình, Hà Nội",02/05/2024,,4 tầng,
124 m²,"28,6 tỷ",,,4 phòng,,,,Hà Nội,Cầu Giấy,Nhà riêng tại đường 800A,"Đường 800A, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",02/05/2024,"5,7 m",5 tầng,
107 m²,"3,55 tỷ",Nam,Đông,3 phòng,2 phòng,,"Đủ đồ (giường, tủ, điều hòa, nóng lạnh, sofa).",Hà Nội,Hà Đông,Căn hộ chung cư tại Khu đô thị Văn Khê,"Dự án Văn Khê, Phường La Khê, Hà Đông, Hà Nội",02/05/2024,,,
188 m²,150 tỷ,,,,,Sổ đỏ/ Sổ hồng,,Hà Nội,Cầu Giấy,Nhà mặt phố tại đường Nguyễn Văn Huyên,"Đường Nguyễn Văn Huyên, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",02/05/2024,"8,1 m",,
33 m²,"2,67 tỷ",Đông - Nam,Đông - Nam,3 phòng,3 phòng,Sổ đỏ,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại đường Hòa Bình,"Tổ 14 Đường Hòa Bình, Phường Yên Nghĩa, Hà Đông, Hà Nội",02/05/2024,"3,9 m",4 tầng,6 m
58 m²,"9,5 tỷ",,,6 phòng,5 phòng,Sổ đỏ chính chủ,Nội thất mới.,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nguyễn An Ninh,"Đường Nguyễn An Ninh, Phường Tương Mai, Hoàng Mai, Hà Nội",02/05/2024,4 m,6 tầng,10 m
60 m²,"17,6 tỷ",,,6 phòng,,Sổ đỏ,,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Minh Khai,"Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",02/05/2024,"4,8 m",7 tầng,
110 m²,31 tỷ,Đông - Bắc,Đông - Bắc,20 phòng,15 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Long Biên,Nhà riêng tại đường Cổ Linh,"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",02/05/2024,6 m,8 tầng,7 m
32 m²,"4,45 tỷ",,,,,Sổ đỏ chính chủ,,Hà Nội,Hà Đông,Nhà riêng tại đường Nguyễn Trãi,"Đường Nguyễn Trãi, Phường Nguyễn Trãi, Hà Đông, Hà Nội",02/05/2024,,4 tầng,
52 m²,15 tỷ,,,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Nhà riêng tại đường Cầu Giấy,"Đường Cầu Giấy, Phường Quan Hoa, Cầu Giấy, Hà Nội",02/05/2024,4 m,4 tầng,4 m
34 m²,"4,5 tỷ",Tây - Nam,Tây - Nam,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Long Biên,Nhà riêng tại đường Cổ Linh,"Đường Cổ Linh, Phường Long Biên, Long Biên, Hà Nội",02/05/2024,"3,4 m",5 tầng,"2,5 m"
89 m²,46 triệu/m²,,Đông - Nam,2 phòng,2 phòng,Hợp đồng mua bán,Cơ bản.,Hà Nội,Long Biên,Căn hộ chung cư tại Khai Sơn City,"Dự án Khai Sơn City, Phường Ngọc Thụy, Long Biên, Hà Nội",02/05/2024,,,
45 m²,"12,5 tỷ",,,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Cao cấp,Hà Nội,Hai Bà Trưng,Nhà riêng tại đường Đại Cồ Việt,"Đường Đại Cồ Việt, Phường Bách Khoa, Hai Bà Trưng, Hà Nội",02/05/2024,"4,1 m",6 tầng,10 m
75 m²,"17,5 tỷ",,,16 phòng,18 phòng,Sổ đỏ/ Sổ hồng.,,Hà Nội,Hoàng Mai,Nhà riêng tại đường Nguyễn Đức Cảnh,"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",02/05/2024,,8 tầng,
"33,5 m²","6,1 tỷ",Đông - Bắc,,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,"Full nội thất điều hòa, nóng lạnh bếp từ mới 100%.",Hà Nội,Hà Đông,Nhà riêng tại đường La Nội,"SN 48A, Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",02/05/2024,4 m,6 tầng,"5,5 m"
45 m²,"6,5 tỷ",,,4 phòng,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Nhà riêng tại phường Mỗ Lao,"Phường Mỗ Lao, Hà Đông, Hà Nội",02/05/2024,,4 tầng,
79 m²,Thỏa thuận,Tây - Nam,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Hà Đông,Căn hộ chung cư tại La Casta Văn Phú,"Tòa A, Dự án La Casta Văn Phú, Đường Lê Trọng Tấn, Phường Phú La, Hà Đông, Hà Nội",02/05/2024,,,
"95,19 m²",5 tỷ,,,3 phòng,2 phòng,,,Hà Nội,Hoài Đức,Căn hộ chung cư tại Moonlight 1 - An Lạc Green Symphony,"Dự án Moonlight 1 - An Lạc Green Symphony, Xã An Khánh, Hoài Đức, Hà Nội",02/05/2024,,,
55 m²,900 triệu,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ - về ở ngay,Hà Nội,Thanh Xuân,Căn hộ chung cư tại phố Quan Nhân,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",02/05/2024,,,
138 m²,53 triệu/m²,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Hà Nội Paragon,"Dự án Hà Nội Paragon, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",02/05/2024,,,
"110,1 m²",72 triệu/m²,Đông - Nam,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Indochina Plaza Hanoi,"Indochina Plaza, Số 241, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",02/05/2024,,,
119 m²,Thỏa thuận,,,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Capital Elite,"Capital Elite, 18, Đường Phạm Hùng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội",02/05/2024,,,
241 m²,215 tỷ,,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà mặt phố tại đường Láng,"Đường Láng, Phường Láng Thượng, Đống Đa, Hà Nội",02/05/2024,"21,5 m",9 tầng,
138 m²,"4,5 tỷ",Đông - Bắc,Tây - Nam,3 phòng,2 phòng,Sổ đỏ/ Sổ hồng,"Đầy đủ - Nội thất tôi để lại toàn bộ, chỉ việc xách valy về ở.",Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Khu đô thị Mỹ Đình I,"Dự án Mỹ Đình I, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội.",02/05/2024,,,
72 m²,"5,05 tỷ",Tây - Nam,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Rivera Park Hà Nội,"Dự án Rivera Park Hà Nội, Đường Vũ Trọng Phụng, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",02/05/2024,,,
47 m²,"11,5 tỷ",,,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Tây Hồ,Nhà riêng tại đường Lạc Long Quân,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",02/05/2024,4 m,5 tầng,
46 m²,10 tỷ,,,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Đống Đa,Nhà riêng tại phố Thái Thịnh,"Phố Thái Thịnh, Phường Thịnh Quang, Đống Đa, Hà Nội",02/05/2024,4 m,5 tầng,8 m
61 m²,"3,5 tỷ",,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Iris Garden,"Iris Garden, 30, Đường Trần Hữu Dực, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",02/05/2024,,,
